assemblage_code,analyst_id,analysis_order,flake_id,completeness,damage,damage_comment,dorsal_cortex,Dorsal_Cortex_Location,dorsal_cortex_location_other,platform_cortex,dorsal_scar_count,directionality,Proximal_Scars,Left_Scars,Distal_Scars,Right_Scars,Mass,MaximumDimension,MaximumWidth,MaximumThickness,TechLength,TechMaxWidth,TechMaxThickness,TECHWIDTHPROX,TECHWIDTHMES,TECHWIDTHDIST,TECHTHICKPROX,TECHTHICKMES,TECHTHICKDIST,PLATFWIDTH,PLATFTHICKIMPACT,PLATFTHICKMID,PLATFTHICKMAX,EDGEPLATF,EDGEPLATF_DEG,PLATFMORPH,PLATFLIPP,BULB,SHATTBULB,INITIATION,VENTR_PLANE_FORM,ANGLE_HEIGHT,SECTION,LATEDGETYPE,FLAKETERM,DISTPLANFORM,DISTPROFANGLE,KOMBEWA,FLK_TYPE,RED_SYST,FLK_FORM,REMARK
chert_condition_A,8240a,8,38,complete,no,,0,,,Absent,4,Indeterminate,0,1,1,2,14.19999981,46.86999893,40.27999878,15.35000038,36.90000153,48.65999985,15.98999977,25.81999969,33.25999832,41.91,17.59000015,9.550000191,5,12.22999954,10.85000038,9.13,11.39999962,3.849999905,,Plain,No,Yes,No,Hertzian,CONCAVE,15.80000019,TRIANGULAR,DIVERGENT,FEATHER,Flat,0,No,,,FLAKE,
chert_condition_B,8240a,8,25,complete,no,,100,All,,Absent,0,,0,0,0,0,0,79.31999969,64.87000275,16.52000046,70.05999756,62.34999847,16.17000008,60.97000122,54.88000107,47.61,17.09000015,11.65999985,11.18999958,24.56999969,7.039999962,7.04,7.039999962,4.960000038,,Plain,No,Yes,No,Hertzian,BULBAR,15.30000019,TRIANGULAR,CONVERGENT,HINGE,Irreg,0,No,,,FLAKE,
chert_condition_B,8240a,8,29,complete,no,,45,Left,,Absent,3,Centripetal,1,1,0,1,120.0630035,94.58000183,81.48000336,20.32999992,91.98000336,84.65000153,22.59000015,61.90999985,75.62999725,55.78,20.39999962,21.81999969,8.489999771,58.41999817,13.51000023,12.78,13.67000008,2.599999905,,Plain,No,Yes,No,Hertzian,BULBAR,15.30000019,TRIANGULAR,DIAMOND,FEATHER,Pointed,0,No,,,FLAKE,
chert_condition_A,8240a,8,5,complete,no,,100,All,,Absent,0,,0,0,0,0,0,70.05999756,65.68000031,15.06000042,65.08999634,62.84000015,15.81999969,53.56000137,60.95999908,51.52,15.17000008,11.68000031,7.860000134,44.15999985,13.56999969,12.72,13.73999977,4.909999847,,Plain,No,Yes,Yes,Hertzian,FLAT,14.80000019,DOMED,OVOID,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_A,8240a,8,30,complete,no,,0,,,Absent,3,Unidirectional,1,1,0,1,21.29999924,61.34999847,42.63999939,13.96000004,59.04999924,38.65000153,14.90999985,34.84999847,37.93999863,28.06,14.38000011,6.739999771,4.400000095,35.83000183,11.97000027,12.26,14.23999977,2.74000001,,Indeterminate,No,Yes,No,Hertzian,CONCAVE,14.39999962,TRIANGULAR,PARALLEL,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_B,8240a,8,64,complete,no,,5,ProxLeft,,Absent,3,Orthogonal,2,1,0,1,60.88299942,75.76999664,70.08999634,14.60000038,65.36000061,68.37000275,15.84000015,51.06000137,63.63000107,35.7,12.23999977,10.73999977,6.650000095,0,6.579999924,0,11.46000004,0,,Plain,No,Yes,No,Hertzian,CONCAVE,14.39999962,RIGHTTRIANGLE,PARALLEL,FEATHER,Pointed,0,No,,,FLAKE,
chert_condition_A,8240a,8,60,complete,no,,0,,,Absent,9,Centripetal,2,2,3,2,64,84.84999847,62.34000015,15.55000019,84.41000366,57.99000168,16.62999916,46.25,46.61999893,37.66,15.68000031,11.61999989,9.279999733,31.95999908,6.239999771,6.42,8.760000229,3.470000029,,Other,No,Yes,No,Hertzian,CONCAVE,14.30000019,TRAPEZOIDAL,PARALLEL,FEATHER,Irreg,0,No,Levallois,Levallois,ELONG,
chert_condition_A,8240a,8,79,complete,no,,0,,,Absent,2,Indeterminate,0,1,0,1,30.89999962,61.99000168,58.15999985,14.77999973,55.79000092,52.61000061,14.30000019,45.15999985,44.91999817,45.17,11.88000011,8.100000381,5.690000057,53.09999847,9.470000267,10.29,10.76000023,4.380000114,,Dihedral,Yes,Yes,No,Hertzian,FLAT,14.19999981,TRIANGULAR,PARALLEL,HINGE,Flat,0,No,,,FLAKE,
chert_condition_A,9d812,1,31,complete,no,,20,other,"left, right, distal",Absent,5,Unidirectional,5,0,0,0,20,75.37,34.48,8.27,72.2,36.32,8.6,25.89,30.11,36.38,5.44,7.32,6.15,17.8,4.5,3.72,4.71,2.45,77.73214434,Plain,No,Yes,No,Hertzian,CONCAVE,14,TRIANGULAR,PARALLEL,FEATHER,Rounded,31-60,No,,,FLAKE,
chert_condition_A,9d812,1,2,complete,no,,100,all,,Partial,0,Other,0,0,0,0,13.07,40.57,31.92,12.78,39.72,31.96,12.05,26.24,30.28,27.41,11.82,10.56,3.27,24.07,,0.66,3.25,1.79,60.98049695,Other,No,Yes,Yes,Hertzian,FLAT,14,RIGHTTRIANGLE,PARALLEL,FEATHER,Irreg,31-60,No,ENTAME/FIRST FLAKE,,FLAKE,
chert_condition_B,8240a,8,91,complete,yes,"minor edge damage, prob from calipers",0,,,Absent,4,UnidirectionalConvergent,0,2,1,1,19.60000038,57.43999863,38.40000153,13.06999969,50.45999908,38.25999832,12.27000046,30.89999962,38.34000015,33.42,11.76000023,9.800000191,6.820000172,21.34000015,12.97999954,13.39,12.80000019,8,,Plain,No,Yes,No,Hertzian,CONCAVE,13.69999981,TRIANGULAR,CONVERGENT,FEATHER,Flat,0,No,Levallois point,Levallois,CONVFLAKE,
chert_condition_B,8240a,8,31,proximal,no,,0,,,Absent,0,,0,0,0,0,0,73.19999695,70.09999847,12.21000004,68.08000183,0,13.07999992,0,0,0,9.140000343,7.739999771,5.150000095,0,11.88000011,0,12.14999962,1.309999943,,Plain,Yes,Yes,Yes,Hertzian,CONCAVE,13.5,RIGHTTRIANGLE,PARALLEL,OVERSHOT,Flat,0,No,,,FLAKE,"split right, no tech widths taken"
chert_condition_B,8240a,8,50,complete,yes,minor edge chipping on left and distal,33,Distal,,Absent,4,Indeterminate,1,2,0,1,27.20000076,57.11999893,52.84999847,12.02000046,51.00999832,56.86999893,12.03999996,28.62000084,56.88000107,36.35,11.67000008,9.470000267,9.670000076,13.32999992,4.75,4.75,6.860000134,3.480000019,,Plain,No,Yes,No,Hertzian,CONCAVE,13.39999962,TRAPEZOIDAL,DIAMOND,FEATHER,Flat,0,No,"distal and lateral convexities are consisten with a preferential Levallois flake, inconclusive",Levallois,FLAKE,
chert_condition_A,8240a,8,63,complete,no,,0,,,Absent,4,Subcentripetal,0,1,2,1,42.09999847,86.29000092,57.04000092,13.46000004,86.94999695,55.38000107,13.86999989,37.36999893,53.88000107,50.32,13.90999985,8.640000343,5.130000114,0,0,11.51,11.28999996,0,,Indeterminate,No,Yes,Yes,Hertzian,FLAT,13.39999962,LENTICULAR,PARALLEL,FEATHER,Rounded,0,No,,,FLAKE,
chert_condition_B,9d812,1,47,complete,no,,15,other,medial left,Absent,6,Orthogonal,4,0,0,2,43.67,81.27,58.94,11.07,78.45,54.87,11.07,43.55,49.68,51.59,8.06,8.36,4.48,19.69,5.71,4.95,5.71,3.33,95.21328445,Plain,No,Yes,No,Hertzian,CONCAVE,13,TRAPEZOIDAL,DIVERGENT,FEATHER,Rounded,0-30,No,,,FLAKE,
chert_condition_B,8240a,8,69,complete,no,,5,ProxRight,,Absent,6,Centripetal,1,2,1,2,38.09999847,67.52999878,46.68999863,11.67000008,46.91999817,67.76999664,12.73999977,45.00999832,67.70999908,48.79,11.23999977,12.30000019,10.30000019,37.38000107,10.85000038,11.05,12.77000046,2.589999914,,Plain,Yes,Yes,No,Hertzian,CONCAVE,13,TRAPEZOIDAL,SQUARE,FEATHER,Flat,0,No,Levallois,,FLAKE,
chert_condition_B,9d812,1,69,complete,no,,10,right,,Absent,5,Bidirectional,3,0,2,0,38.2,68.35,47.67,12.24,38.8,67.71,12.7,67.64,55.26,35.28,12.59,12.66,6.42,42.1,10.82,12.19,12.19,2.17,71.03969061,Plain,No,Yes,No,Hertzian,CONCAVE,13,TRAPEZOIDAL,DIAMOND,FEATHER,Pointed,31-60,No,,,FLAKE,
chert_condition_B,9d812,1,31,complete,no,,0,,,Absent,3,Orthogonal,2,0,1,0,44.86,73.68,72.1,14.66,68.22,62.73,14.37,45.13,50.11,61.44,12.55,8.56,3.38,28.92,11.79,8.87,11.79,1.91,64.28142799,Plain,No,Yes,No,Hertzian,CONCAVE,13,RIGHTTRIANGLE,DIVERGENT,FEATHER,Flat,>60,No,CORE MANAGEMENT/PLATFORM REJEVENATION FLAKE,,FLAKE,
chert_condition_B,9d812,1,92,complete,no,,0,,,Absent,5,Unidirectional,5,0,0,0,27.33,55.43,48.62,16.04,44.07,43.69,16.36,37.91,43.7,38.87,16.21,13.24,5.52,34.44,15.78,15.78,16.62,1.67,57.56369104,Plain,No,Yes,No,Hertzian,BULBAR,13,TRIANGULAR,PARALLEL,FEATHER,Flat,0-30,No,,,FLAKE,
chert_condition_B,9d812,1,46,complete,no,,10,other,medial left,Absent,3,Orthogonal,2,0,1,0,16.2,63.24,37.18,9.64,61.52,35.86,9.54,22.78,31.89,37.37,8.04,7.95,3.35,3.96,,,,,0,Plain,Indeterminate,No,Yes,Bending,CONCAVE,13,TRIANGULAR,DIAMOND,FEATHER,Rounded,31-60,No,SHATTERED PLATFORM MAKES SOME PLATFORM MEASUREMENTS IMPOSSIBLE TO TAKE,,FLAKE,
chert_condition_B,8240a,8,22,distal,no,,100,All,,Complete,0,,0,0,0,0,0,49.47000122,38.5,12.46000004,0,36.41999817,12.5,0,0,0,0,0,0,0,0,0,0,0,,Indeterminate,Indeterminate,Indeterminate,No,Hertzian,FLAT,12.80000019,DOMED,AMORPH,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_A,8240a,8,53,complete,no,,0,,,Absent,3,Indeterminate,0,1,1,1,16.89999962,66.69999695,34.08000183,13.02000046,62.29000092,38.52000046,12.09000015,27.19000053,31.54999924,23.3,10.38000011,5.909999847,6.210000038,32.54000092,10.46000004,10,12.47999954,3.480000019,,Dihedral,Yes,Yes,No,Hertzian,CONCAVE,12.5,TRIANGULAR,PARALLEL,FEATHER,Pointed,0,No,,,FLAKE,
chert_condition_B,8240a,8,46,complete,no,,10,Other,mesial left,Absent,3,Indeterminate,0,1,1,1,16.20000076,62.02000046,36.27999878,9.680000305,62.15999985,39.91999817,9.779999733,23.92000008,31.48999977,26.76,7.320000172,8,7.320000172,4.880000114,1.049999952,1.05,1.049999952,0,,Indeterminate,Indeterminate,Yes,Yes,Hertzian,VERY_CONCAVE,12.5,TRIANGULAR,DIAMOND,FEATHER,Irreg,0,No,,,FLAKE,punctiform tiny platform
chert_condition_B,8240a,8,66,complete,yes,edge damage,10,Left,,Partial,12,Centripetal,3,4,1,4,0,91.51999664,79.97000122,17.75,84.37000275,95.34999847,18.39999962,79.94999695,87.30000305,81.25,16.20999908,12.89000034,7.78000021,80.12999725,12.72000027,12.51,12.52999973,0,,Other,No,Yes,No,Hertzian,BULBAR,12.39999962,RIGHTTRIANGLE,DIAMOND,FEATHER,Flat,0,No,,levallois non nubian,FLAKE,
chert_condition_A,8240a,8,2,complete,no,,100,All,,Complete,0,,0,0,0,0,0,40.31000137,31.43000031,12.48999977,39.18999863,31.31999969,12.05000019,25.29000092,29.04000092,24.65,10.71000004,10.96000004,5.860000134,0,0,0,0,0,,Cortical,Yes,Yes,Yes,Hertzian,CONCAVE,12.30000019,DOMED,PARALLEL,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_B,9d812,1,25,complete,no,,100,all,,Absent,0,Other,0,0,0,0,68.6,79.02,72.16,16.34,71.28,62.37,17.9,62.41,54.95,51.55,16.51,12.49,6.57,25.89,6.79,6.79,6.79,5.82,124.840559,Plain,No,Yes,No,Hertzian,BULBAR,12,TRIANGULAR,PARALLEL,FEATHER,Flat,31-60,No,,,FLAKE,
chert_condition_B,9d812,1,67,complete,no,,20,proxleft,,Complete,3,Other,0,2,0,1,54.13,66.77,52.14,20.71,54.89,53.35,19.44,52.62,57.22,40.18,20.94,17.92,5.66,42.2,13.94,20.14,20.14,5.19,119.2814206,Cortical,No,Yes,No,Hertzian,FLAT,12,TRAPEZOIDAL,DIAMOND,FEATHER,Flat,0-30,No,,,FLAKE,
chert_condition_B,9d812,1,50,complete,no,,45,other,everywhere but medialright and proxright,Absent,2,Orthogonal,1,0,0,1,27.61,61.02,51.24,12.35,50.7,53.82,12.44,35.44,50.59,49.2,11.59,10.19,6.02,12.34,4.83,4.83,4.83,4.03,105.9424001,Dihedral,No,Yes,No,Hertzian,CONCAVE,12,TRAPEZOIDAL,DIAMOND,FEATHER,Flat,31-60,No,,,FLAKE,
chert_condition_A,9d812,1,42,complete,no,,10,proxleft,,Absent,3,Orthogonal,0,1,0,2,43.85,68.05,65.89,12.25,67.55,66.36,12.34,60.96,64.21,39.72,9.15,8.39,7.97,18.92,8.17,8.17,8.33,2.92,87.6930991,Facetted,No,Yes,No,Hertzian,CONCAVE,12,TRIANGULAR,OVOID,HINGE,Rounded,0-30,No,,,FLAKE,
chert_condition_A,9d812,1,4,complete,no,,0,,,Complete,1,Unidirectional,0,1,0,0,60.95,81.75,71.1,14.96,73.16,69.56,14.49,68.52,67.39,44.65,13.84,10.71,5.91,45.56,12.55,12.55,12.55,2.52,79.31388848,Cortical,No,Yes,No,Hertzian,FLAT,12,TRIANGULAR,DIAMOND,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_A,9d812,1,12,complete,no,,93,other,all but mesial left,Absent,0,Other,0,0,0,0,14.87,51.02,33.08,9.56,43.54,38.1,9.18,28.72,29.29,31.03,8.97,9.24,4.81,18.43,3.06,4.45,5.42,2.44,77.50325667,Plain,No,Yes,No,Hertzian,CONCAVE,12,TRIANGULAR,DIVERGENT,FEATHER,Flat,0-30,No,,,FLAKE,"COULD BE CONSIDERED PROXIMAL FLAKE, SOME OF CORTEX AT DISTAL END CRUMBLED OFF."
chert_condition_B,9d812,1,75,complete,no,,0,,,Absent,5,Orthogonal,4,0,1,0,45.66,78.41,58.14,19.83,61.43,60.48,20.53,30.06,47.48,56.67,20.19,15.04,2.83,15.62,19.64,18.67,19.64,2.43,77.27363274,Plain,No,Yes,No,Hertzian,BULBAR,12,TRIANGULAR,DIVERGENT,FEATHER,Irreg,0-30,No,,,FLAKE,
chert_condition_B,9d812,1,86,complete,no,,0,,,Absent,8,Centripetal,6,0,2,0,44.75,88.33,45.71,11.5,85.03,42.92,12.67,34.75,42.83,44.54,12.6,11.6,5.35,21.94,11.09,11.09,11.09,2.41,76.81216928,Plain,No,Yes,No,Hertzian,CONCAVE,12,TRAPEZOIDAL,PARALLEL,FEATHER,Rounded,0-30,No,,,FLAKE,
chert_condition_B,9d812,1,70,complete,no,,0,,,Absent,5,Centripetal,3,0,2,0,45.48,66.7,65.15,17.63,62.15,65.2,17.39,52.26,62.28,28.35,15.07,11.25,7.41,39.51,18.2,16.95,18.2,1.53,53.43126213,Plain,No,Yes,No,Hertzian,CONCAVE,12,TRIANGULAR,DIAMOND,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_B,8240a,8,189,complete,yes,minor,0,,,Absent,7,Subcentripetal,2,2,2,1,36.70000076,63.31000137,52.22999954,11.75,52.75,63.13999939,11.14999962,40.27999878,46.58000183,38.77,10.63000011,11.27999973,9.930000305,28.76000023,10.25,9.78,10.61999989,3.49000001,,Plain,No,Yes,No,Hertzian,FLAT,11.69999981,LENTICULAR,AMORPH,FEATHER,Rounded,0,No,,,FLAKE,"partial hinge termination, 2 adjacent hinge/steps from prior removals"
chert_condition_A,9d812,1,23,complete,no,,55,other,everywhere but proxleft and left,Absent,4,Unidirectional,4,0,0,0,27.39,61.67,47.67,9.7,59.06,47.18,9.48,39.02,47.13,41.39,8.54,8.55,6.68,14.44,4.67,4.67,4.67,5.05,117.9057842,Plain,No,Yes,No,Hertzian,CONCAVE,11,TRIANGULAR,PARALLEL,FEATHER,Flat,31-60,No,,,FLAKE,"COULD BE CONSIDERED PROXIMAL FLAKE, SOME OF CORTEX AT DISTAL END CRUMBLED OFF."
chert_condition_A,9d812,1,5,complete,no,,100,all,,Absent,0,Other,0,0,0,0,58.13,73.34,63.8,15.2,65.34,63.02,15.2,58.26,63.03,49.04,15.07,10.86,7.15,42.55,13.18,13.18,13.88,3.16,92.21762426,Facetted,No,Yes,No,Hertzian,BULBAR,11,LENTICULAR,OVOID,HINGE,Rounded,0-30,No,,,FLAKE,
chert_condition_A,9d812,1,6,complete,no,,95,other,in all portions but not total coverage,Absent,1,Unidirectional,1,0,0,0,53.09,95.41,48.76,13.1,94.25,47.11,13.1,47.97,47.76,41.51,13.3,7.82,5.24,25.36,10.92,10.21,10.92,2.88,86.9036846,Dihedral,No,Yes,Yes,Hertzian,BULBAR,11,LENTICULAR,PARALLEL,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_B,8240a,8,86,complete,no,,0,,,Absent,8,Centripetal,4,2,1,1,44.74200058,88.61000061,45.52000046,12.72999954,84.73999786,45.61000061,11.88000011,30.36000061,41.97999954,37.01,12.30000019,11.02999973,6.539999962,21.53000069,11.31000042,11.61,11.55000019,1.889999986,,Plain,Yes,Yes,No,Hertzian,CONCAVE,11,TRIANGULAR,PARALLEL,FEATHER,Rounded,0,No,,Levallois non-Nubian,ELONG,
chert_condition_A,8240a,8,31,complete,no,,20,Distal,,Absent,3,Bidirectional,0,1,1,1,20,74.94000244,36.13000107,6.519999981,71.83000183,36.72999954,8.359999657,24.25,29.44000053,34.42,5.309999943,6.550000191,5.829999924,17.88999939,4.809999943,3.25,7.070000172,3.549999952,,Plain,No,Yes,No,Hertzian,CONCAVE,10.80000019,TRIANGULAR,PARALLEL,FEATHER,Irreg,0,No,,,ELONG,
chert_condition_B,8240a,8,80,complete,no,,0,,,Absent,3,Indeterminate,2,1,0,0,4.699999809,39.84999847,15.69999981,10.31999969,37.59999847,0,9.539999962,0,0,0,9.090000153,8.329999924,3.369999886,0,0,6.84,6.900000095,2.819999933,,Plain,No,No,No,Hertzian,FLAT,10.80000019,TRIANGULAR,PARALLEL,HINGE,Irreg,0,Indet,,,FLAKE,"width measurements not taken as this appears to be a split flake, poss overshot"
chert_condition_A,8240a,8,42,complete,no,,15,Proximal,,Absent,3,Subcentripetal,0,1,1,1,43.59999847,67.72000122,64.63999939,10.07999992,66.63999939,65.08000183,9.449999809,63.41999817,59.36999893,39.93,11.98999977,10.10999966,8.920000076,19.54000092,8.840000153,7.82,8.529999733,3.5,,Plain,No,Yes,No,Hertzian,CONCAVE,10.30000019,TRIANGULAR,AMORPH,FEATHER,Rounded,0,No,,,FLAKE,failed bulb on left
chert_condition_A,8240a,8,12,complete,no,,90,All,,Absent,1,Indeterminate,0,1,0,0,14.89999962,50.70999908,34.63999939,9.430000305,45.95000076,34.04000092,10.47999954,22.95999908,26.23999977,29.85,9.569999695,9.229999542,6.449999809,0,0,5.65,6.050000191,0,,Plain,No,No,No,Hertzian,TWISTED,10.30000019,TRIANGULAR,DIVERGENT,FEATHER,Flat,0,No,,,FLAKE,
chert_condition_A,9d812,1,30,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,21.35,61.43,40.16,13.89,59.8,38.45,13.21,39.2,37.57,29.88,13.33,6.15,3.14,35.87,9.6,12.8,13.94,3.28,94.34948823,Dihedral,No,Yes,No,Hertzian,BULBAR,10,TRIANGULAR,PARALLEL,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_A,9d812,1,53,complete,no,,0,,,Absent,4,Orthogonal,2,0,0,2,16.85,66.24,31.95,12.15,62.8,32.27,12.49,28.29,32.77,25.62,11.89,6.11,7.5,32.97,10.55,10.55,11.3,2.56,80.20181509,Dihedral,No,Yes,No,Hertzian,CONCAVE,10,TRIANGULAR,PARALLEL,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_A,8240a,8,23,complete,no,,55,Right,,Absent,3,Unidirectional,1,2,0,0,27.29999924,61.43999863,47.24000168,9.489999771,58.79999924,46.81999969,10.27999973,36.59000015,44.25999832,41.24,9.149999619,8.819999695,7.940000057,17.47999954,6.289999962,5.91,5.739999771,4.489999771,,Plain,No,Yes,No,Hertzian,CONCAVE,9.81000042,TRAPEZOIDAL,PARALLEL,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_A,8240a,8,71,complete,no,,0,,,Absent,2,Indeterminate,0,1,0,1,7,45.84999847,25.76000023,8.609999657,25.38999939,45.02999878,8.729999542,30.70000076,33.90999985,34.74,7.349999905,6.369999886,3.99000001,41.84999847,4.639999866,4.99,8.699999809,3.039999962,,Facetted,No,Yes,No,Hertzian,FLAT,9.760000229,TRIANGULAR,AMORPH,HINGE,Flat,0,No,,,FLAKE,"step term, poss chapeau de gendarme"
chert_condition_A,8240a,8,78,complete,no,,0,,,Absent,4,Centripetal,2,1,0,1,18.39999962,60.56000137,50.72000122,9.159999847,59.41999817,47.61999893,8.270000458,35.61000061,39.02000046,26.61,7.039999962,5.849999905,5.900000095,27.95999908,7.300000191,7.5,8.600000381,3.299999952,,Dihedral,No,Yes,No,Hertzian,CONCAVE,9.699999809,TRIANGULAR,CONVERGENT,FEATHER,Pointed,0,No,,,FLAKE,
chert_condition_A,8240a,8,99,complete,no,,0,,,Partial,3,Centripetal,0,1,1,1,8.699999809,36.47999954,30.37999916,10.10999966,32.47999954,35.88000107,9.899999619,18.94000053,33.74000168,33.72,9.770000458,9.850000381,4.429999828,11.56000042,3.75,3.85,4.989999771,0,,Plain,Yes,Yes,No,Hertzian,FLAT,9.56000042,TRIANGULAR,AMORPH,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_B,8240a,8,47,complete,no,,20,Other,mesial left,Absent,6,Centripetal,2,1,1,3,43.5,79.08999634,56.66999817,10.39999962,77.40000153,57,10.11999989,38.49000168,50.45999908,51.2,7.329999924,6.989999771,4.820000172,21.25,6.28000021,5.7,5.869999886,2.789999962,,Plain,No,Yes,No,Hertzian,CONCAVE,9.430000305,TRAPEZOIDAL,OVOID,FEATHER,Rounded,0,No,Levallois flake,Levallois,FLAKE,
chert_condition_B,8240a,8,62,complete,no,,0,,,Absent,5,Indeterminate,1,2,1,1,24.60000038,68.48000336,59.33000183,9.039999962,63.83000183,60.65000153,9.300000191,36.40999985,43.02999878,65.75,8.380000114,5.650000095,6.610000134,0,0,0,0,0,,Punctiform,No,Yes,No,Hertzian,CONCAVE,9.399999619,TRAPEZOIDAL,DIVERGENT,FEATHER,Flat,0,No,,,FLAKE,
chert_condition_A,8240a,8,36,distal,no,,99,All,,Indeterminate,0,,0,0,0,0,0,38.97000122,24.97999954,8.510000229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Indeterminate,Indeterminate,Indeterminate,Indet,Hertzian,CONCAVE,9.239999771,TRIANGULAR,CONVERGENT,FEATHER,Rounded,0,No,,,FLAKE,
chert_condition_A,8240a,8,86,complete,no,,0,,,Absent,3,Indeterminate,0,1,1,1,21.70000076,71.94000244,38.66999817,8.520000458,66.83999634,38.68999863,11.52999973,23.56999969,33.81000137,27.76,9.880000114,7.920000076,7.809999943,0,9.649999619,0,9.630000114,4.110000134,,Plain,No,Yes,No,Hertzian,FLAT,9.210000038,TRIANGULAR,PARALLEL,FEATHER,Irreg,0,No,,,ELONG,
chert_condition_B,8240a,8,63,fragment,no,,50,Other,indet,Indeterminate,1,Indeterminate,0,0,0,0,7,53.5,20.12000084,8.600000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Indeterminate,Indeterminate,Indeterminate,Indet,Hertzian,TWISTED,9.109999657,INDET,NA,INDET,INDET,0,No,,,ELONG,
chert_condition_A,8240a,8,62,complete,no,,0,,,Absent,4,UnidirectionalConvergent,1,2,0,1,11.19999981,50.25,30.73999977,9.489999771,46.02000046,29.72999954,8.31000042,27.79999924,28.31999969,24.62,8.880000114,6.050000191,5.110000134,14.98999977,5.340000153,4.95,5.769999981,4.400000095,,Plain,Yes,Yes,No,Hertzian,CONCAVE,9.06000042,TRIANGULAR,PARALLEL,FEATHER,Irreg,0,No,,,FLAKE,
chert_condition_B,9d812,1,64,complete,no,,7,proxleft,,Absent,2,Orthogonal,2,0,0,0,60.9,75.6,70.83,19.55,60.36,68.01,15.34,54.36,63.51,66.68,12.82,13.69,6.2,25.7,9.58,12.3,14.9,6.84,132.0750221,Plain,No,Yes,No,Hertzian,BULBAR,9,RIGHTTRIANGLE,PARALLEL,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_B,9d812,1,91,complete,no,,0,,,Absent,6,Bidirectional,4,1,1,0,19.57,55.2,39.12,12.69,55.82,38.82,13.01,32.76,38.18,29.23,12.29,8.41,5.82,20.84,12.72,12.72,12.72,2.93,87.88883663,Plain,No,Yes,No,Hertzian,CONCAVE,9,TRIANGULAR,DIAMOND,FEATHER,Pointed,0-30,No,,,FLAKE,
chert_condition_B,3d396,4,39,complete,yes,extensive edge fracture to all margins,10,Other,proximal and distal left,Absent,3,Multidirectional,1,0,0,1,84.6,115.81,51.16,26.53,110.18,52.35,26.15,30.87,46.11,30.34,23.56,19.93,7.07,24.58,14.3,14.48,15.76,2.83,,Plain,No,Yes,No,Hertzian,Concave,9,Trapezoidal,Amorphous,Feather,rounded,>60,No,redirection,indeterminate,Elong,
chert_condition_A,9d812,1,20,complete,no,,50,right,,Absent,2,Unidirectional,2,0,0,0,7.17,38.89,21.41,8.79,38.21,21.32,8.5,20.79,20.43,21.21,9.1,7.1,5.02,16.86,5.24,4.2,5.24,2.77,84.67857536,Plain,No,Yes,No,Hertzian,BULBAR,9,TRIANGULAR,PARALLEL,HINGE,Flat,31-60,No,,,FLAKE,
chert_condition_A,9d812,1,86,proximal,no,,0,,,Absent,3,Bidirectional,2,0,1,0,21.96,72.26,,,,,,,,,9.94,7.87,6.87,10.81,10.13,6.9,10.13,2.76,84.47228526,Plain,No,Yes,No,Hertzian,CONCAVE,9,TRIANGULAR,DIVERGENT,FEATHER,Irreg,0-30,No,ECLAT DEBORDANT,CENTRIPETAL,FLAKE,
chert_condition_B,0202a,2,31,complete,no,,1,DistalRight,,Absent,6,Indeterminate,1,2,0,1,44.90000153,71.33999634,71.29000092,14.17,68.51999664,61.41999817,12.31999969,37.49000168,50.81000137,41,11.43000031,8.289999962,3.150000095,28.79000092,11.57999992,8.14,11.57999992,2.309999943,74.46010854,Plain,No,Yes,No,Hertzian,BULBAR,9,RIGHTTRIANGLE,AMORPH,AXIAL,Pointed,57,No,,,FLAKE,
chert_condition_B,r42o8,5,31,complete,yes,splintersfrom lateral,1,Right,distal,Absent,3,Unidirectional,0,2,0,0,44.6,73.5,68.28,13.39,63.28,49.46,9.25,43.92,49.61,63.49,15.73,9.13,3.57,21.65,11.74,9.37,13.09,2.19,71.53755918,Plain,No,Yes,No,Hertzian,Bulbar,9,Righttriangle,Amorphous,Feather,Flat,60-90,No,debordant,indeterminate,Flake,
chert_condition_A,9d812,1,38,complete,no,,0,,,Absent,3,Orthogonal,1,0,0,2,14.29,48.6,41.96,16.59,41.12,48.69,16.23,25.65,40.57,48.62,12.48,9.28,3.14,11.1,11.67,11.67,11.67,2.18,71.28901269,Plain,No,Yes,No,Hertzian,CONCAVE,9,TRIANGULAR,DIVERGENT,FEATHER,Rounded,0-30,No,PSEUDO-LEVALLOIS POINT,CENTRIPETAL,FLAKE,
