,,,,,,,,,,
original flake id,new flake id,assemblage_code,variable,cv,mean,sd,min,max,median,range
46,80,chert_condition_B,dorsal_cortex,0.41,8.27,3.41,5,15,8,10
46,80,chert_condition_B,mass,0,16.22,0.04,16.2,16.3,16.2,0.1
46,80,chert_condition_B,maximumdimension,0.01,62.08,0.88,60.35,63.43,62.11,3.08
46,80,chert_condition_B,maximumwidth,0.06,35.24,2.21,31.97,39.63,34.4,7.66
46,80,chert_condition_B,maximumthickness,0.02,9.55,0.17,9.27,9.76,9.64,0.49
46,80,chert_condition_B,techlength,0.04,60.67,2.15,54.85,63.05,60.9,8.2
46,80,chert_condition_B,techmaxwidth,0.08,34.11,2.76,30.36,39.92,33.44,9.56
46,80,chert_condition_B,techmaxthickness,0.1,9.34,0.9,7.13,10.19,9.54,3.06
46,80,chert_condition_B,techwidthprox,0.09,21.22,1.87,18.62,23.92,20.59,5.3
46,80,chert_condition_B,techwidthmes,0.05,31.17,1.48,29.13,33.73,31.49,4.6
46,80,chert_condition_B,techwidthdist,0.13,30.66,3.95,26.76,38.68,29.1,11.92
46,80,chert_condition_B,techthickprox,0.12,6.77,0.8,5.6,8.04,7.09,2.44
46,80,chert_condition_B,techthickmes,0.09,8.55,0.73,7,9.4,8.88,2.4
46,80,chert_condition_B,techthickdist,0.3,6.68,1.99,3.35,8.92,7.3,5.57
46,80,chert_condition_B,platfwidth,0.12,4.08,0.49,3.13,4.88,4.01,1.75
22,81,chert_condition_B,dorsal_cortex,0.27,86,22.83,45,100,100,55
22,81,chert_condition_B,maximumdimension,0.03,48.71,1.47,45.29,49.47,49.4,4.18
22,81,chert_condition_B,maximumwidth,0.06,37.68,2.29,31.07,38.88,38.5,7.81
22,81,chert_condition_B,maximumthickness,0.03,12.57,0.33,12.17,13.28,12.5,1.11
22,81,chert_condition_B,techmaxwidth,0,36.41,0.01,36.4,36.42,36.41,0.02
22,81,chert_condition_B,techmaxthickness,0.01,12.41,0.13,12.32,12.5,12.41,0.18
46,80,chert_condition_B,platfthickimpact,0.38,0.64,0.25,0.3,1.05,0.66,0.75
46,80,chert_condition_B,platfthickmid,0.36,0.65,0.23,0.3,1.05,0.65,0.75
46,80,chert_condition_B,platfthickmax,0.31,0.78,0.24,0.3,1.05,0.87,0.75
25,73,chert_condition_B,mass,0.01,68.78,0.44,68.5,70,68.65,1.5
67,63,chert_condition_B,techwidthprox,0.08,47.54,3.63,41.36,52.62,48.6,11.26
67,63,chert_condition_B,techwidthmes,0.1,52.78,5.06,43.1,58.74,54.15,15.64
67,63,chert_condition_B,techwidthdist,0.11,39.81,4.21,34.12,46.12,38.71,12
67,63,chert_condition_B,platfwidth,0.38,31.61,11.97,15.2,42.2,39.64,27
67,63,chert_condition_B,platfthickimpact,0.06,13,0.73,12.03,13.94,12.85,1.91
67,63,chert_condition_B,platfthickmid,0.23,16.34,3.75,11.8,20.14,18.13,8.34
67,63,chert_condition_B,platfthickmax,0.23,17.72,3.99,12.9,21.84,19.7,8.94
75,65,chert_condition_B,mass,0.01,45.45,0.28,44.7,45.7,45.5,1
86,82,chert_condition_B,mass,0,44.8,0.14,44.6,45.1,44.8,0.5
86,82,chert_condition_B,maximumdimension,0.02,87.97,1.33,84.08,88.61,88.4,4.53
86,82,chert_condition_B,maximumwidth,0.02,44.51,1.08,43.14,46.19,44.07,3.05
86,82,chert_condition_B,maximumthickness,0.05,12.42,0.58,11.47,13.18,12.64,1.71
86,82,chert_condition_B,techlength,0.02,84.57,1.66,80.84,88.11,84.66,7.27
86,82,chert_condition_B,techmaxwidth,0.04,43.67,1.58,41.53,46.55,43.12,5.02
86,82,chert_condition_B,techmaxthickness,0.06,12.18,0.78,10.33,13.05,12.44,2.72
86,82,chert_condition_B,techwidthprox,0.08,31.91,2.52,28.42,36.13,31.59,7.71
86,82,chert_condition_B,techwidthmes,0.01,42.14,0.59,41.52,43.07,41.98,1.55
86,82,chert_condition_B,techwidthdist,0.07,39.34,2.74,36.09,44.54,39.62,8.45
86,82,chert_condition_B,techthickprox,0.06,12.33,0.7,10.8,13.42,12.3,2.62
86,82,chert_condition_B,techthickmes,0.03,11.73,0.32,11.03,12.15,11.77,1.12
86,82,chert_condition_B,techthickdist,0.12,6.85,0.8,5.35,8.22,6.71,2.87
86,82,chert_condition_B,platfwidth,0.01,21.67,0.28,21.2,22.18,21.65,0.98
86,82,chert_condition_B,platfthickimpact,0.03,11.15,0.33,10.62,11.7,11.27,1.08
86,82,chert_condition_B,platfthickmid,0.05,10.96,0.53,10.1,11.61,11.04,1.51
86,82,chert_condition_B,platfthickmax,0.03,11.28,0.37,10.53,11.66,11.42,1.13
189,83,chert_condition_B,mass,0.02,36.87,0.64,36.5,38.8,36.7,2.3
189,83,chert_condition_B,maximumdimension,0.03,63.32,2.1,57.31,64.47,64.23,7.16
189,83,chert_condition_B,maximumwidth,0.09,51.73,4.56,48.93,64.46,49.8,15.53
189,83,chert_condition_B,maximumthickness,0.04,11.71,0.45,11.06,12.59,11.75,1.53
189,83,chert_condition_B,techlength,0.01,52.34,0.66,51.39,53.11,52.61,1.72
189,83,chert_condition_B,techmaxwidth,0.04,59.15,2.62,56,63.14,58.19,7.14
189,83,chert_condition_B,techmaxthickness,0.05,11.59,0.54,11.13,13.07,11.54,1.94
189,83,chert_condition_B,techwidthprox,0.05,44.09,2.23,40.28,47.13,44.86,6.85
189,83,chert_condition_B,techwidthmes,0.07,54.24,3.63,46.58,57.82,55.14,11.24
189,83,chert_condition_B,techwidthdist,0.11,50.27,5.32,38.77,56.78,50.7,18.01
189,83,chert_condition_B,techthickprox,0.04,11.38,0.43,10.63,12.02,11.41,1.39
189,83,chert_condition_B,techthickmes,0.03,11,0.31,10.53,11.38,11.15,0.85
189,83,chert_condition_B,techthickdist,0.13,8.39,1.1,7.17,9.93,7.82,2.76
189,83,chert_condition_B,platfwidth,0.01,29.12,0.42,28.28,29.72,29.18,1.44
189,83,chert_condition_B,platfthickimpact,0.03,10.11,0.35,9.58,10.64,10.21,1.06
189,83,chert_condition_B,platfthickmid,0.03,9.99,0.29,9.5,10.45,9.96,0.95
189,83,chert_condition_B,platfthickmax,0.03,10.37,0.32,9.89,10.99,10.36,1.1
80,52,chert_condition_B,platfthickmid,0.09,6.6,0.58,5.73,7.01,6.82,1.28
62,84,chert_condition_B,dorsal_cortex,3.16,0.5,1.58,0,5,0,5
62,84,chert_condition_B,mass,0,24.62,0.06,24.5,24.7,24.6,0.2
62,84,chert_condition_B,maximumdimension,0.03,67.38,2.02,63.09,68.58,68.3,5.49
62,84,chert_condition_B,maximumwidth,0.11,51.76,5.81,46.83,59.33,47.21,12.5
62,84,chert_condition_B,maximumthickness,0.1,9.48,0.94,7.54,11.04,9.45,3.5
62,84,chert_condition_B,techlength,0.1,59.52,5.78,46.16,63.83,62.19,17.67
62,84,chert_condition_B,techmaxwidth,0.03,58.44,1.55,56.04,60.65,58.62,4.61
62,84,chert_condition_B,techmaxthickness,0.19,8.92,1.67,5.21,11.88,9.3,6.67
62,84,chert_condition_B,techwidthprox,0.21,45.54,9.49,34.2,58.52,46.09,24.32
62,84,chert_condition_B,techwidthmes,0.24,44.86,10.92,32.04,58.7,43.03,26.66
62,84,chert_condition_B,techwidthdist,0.41,31.89,13.13,22.98,65.75,27.65,42.77
62,84,chert_condition_B,techthickprox,0.09,8.74,0.83,7.63,10.47,8.52,2.84
62,84,chert_condition_B,techthickmes,0.22,6.09,1.37,3.91,8.8,6.12,4.89
62,84,chert_condition_B,techthickdist,0.11,5.52,0.62,4.6,6.61,5.48,2.01
63,85,chert_condition_B,dorsal_cortex,0.29,35,10.25,20,50,35,30
63,85,chert_condition_B,mass,0.02,6.97,0.12,6.9,7.3,6.92,0.4
63,85,chert_condition_B,maximumdimension,0.01,53.4,0.64,51.88,54.68,53.4,2.8
63,85,chert_condition_B,maximumwidth,0.07,19.44,1.41,15.63,21.43,19.7,5.8
63,85,chert_condition_B,maximumthickness,0.12,8.98,1.1,7.59,11.11,8.57,3.52
64,74,chert_condition_B,platfwidth,0.29,25.75,7.57,12.5,32.3,27.67,19.8
64,74,chert_condition_B,platfthickmid,0.45,9.58,4.3,1.9,12.92,11.64,11.02
36,86,chert_condition_B,mass,0,38.74,0.07,38.6,38.8,38.8,0.2
36,86,chert_condition_B,maximumdimension,0.02,69.03,1.07,66.41,69.71,69.53,3.3
36,86,chert_condition_B,maximumwidth,0.06,50.43,3,46.5,57.85,51,11.35
36,86,chert_condition_B,maximumthickness,0.07,10.55,0.79,9.33,11.5,10.83,2.17
36,86,chert_condition_B,techlength,0.01,67.66,0.71,66.13,68.99,67.8,2.86
36,86,chert_condition_B,techmaxwidth,0.04,48.51,2.02,43.86,51.14,49.16,7.28
36,86,chert_condition_B,techmaxthickness,0.12,10.51,1.25,9,13.12,10.28,4.12
36,86,chert_condition_B,techwidthprox,0.05,36.32,1.77,32.83,38.19,37.12,5.36
36,86,chert_condition_B,techwidthmes,0.03,44.15,1.23,41.13,45.3,44.52,4.17
36,86,chert_condition_B,techwidthdist,0.03,47.46,1.6,43.48,49.15,47.72,5.67
36,86,chert_condition_B,techthickprox,0.05,10.19,0.51,9.41,11.33,10.16,1.92
36,86,chert_condition_B,techthickmes,0.02,8.78,0.18,8.34,9.01,8.78,0.67
36,86,chert_condition_B,techthickdist,0.08,8.58,0.67,7.38,9.31,8.93,1.93
36,86,chert_condition_B,platfwidth,0.09,18.16,1.66,16.87,22.88,17.67,6.01
36,86,chert_condition_B,platfthickmid,0.08,9.47,0.78,7.31,10.14,9.63,2.83
36,86,chert_condition_B,platfthickmax,0.07,9.66,0.63,7.94,10.25,9.72,2.31
38,71,chert_condition_B,mass,0,73.63,0.2,73.4,74,73.6,0.6
16,87,chert_condition_B,dorsal_cortex,0.09,83,7.15,70,95,80,25
16,87,chert_condition_B,mass,0.01,5.78,0.07,5.6,5.83,5.8,0.23
16,87,chert_condition_B,maximumdimension,0.02,35.4,0.57,34.44,36.81,35.3,2.37
16,87,chert_condition_B,maximumwidth,0.04,29.61,1.05,26.85,30.36,30.01,3.51
16,87,chert_condition_B,maximumthickness,0.11,7.43,0.8,5.42,8,7.83,2.58
35,88,chert_condition_B,mass,0.02,2.32,0.04,2.3,2.4,2.3,0.1
35,88,chert_condition_B,maximumdimension,0.07,26.69,1.95,21.02,27.55,27.5,6.53
35,88,chert_condition_B,maximumwidth,0.07,17.81,1.28,16.41,20.43,17.32,4.02
35,88,chert_condition_B,maximumthickness,0.12,6.27,0.72,5.24,7.36,6.29,2.12
28,60,chert_condition_B,platfwidth,0.33,6.66,2.17,3.97,8.44,7.11,4.47
63,85,chert_condition_B,techmaxwidth,0.07,19.26,1.43,16.11,21.48,19.56,5.37
63,85,chert_condition_B,techmaxthickness,0.13,8.84,1.15,6.93,10.66,8.5,3.73
63,85,chert_condition_B,techwidthprox,0.09,12.28,1.11,10.83,13.99,11.98,3.16
63,85,chert_condition_B,techwidthmes,0.03,15.51,0.52,14.7,16.03,15.68,1.33
63,85,chert_condition_B,techwidthdist,0.04,18.44,0.77,17.5,19.66,18.54,2.16
63,85,chert_condition_B,techthickprox,0.17,7.09,1.18,4.83,8.97,7.16,4.14
63,85,chert_condition_B,techthickmes,0.11,7.43,0.82,5.42,7.87,7.68,2.45
63,85,chert_condition_B,techthickdist,0.07,8.04,0.56,6.89,8.54,8.25,1.65
89,90,chert_condition_B,mass,0.01,5.24,0.05,5.2,5.3,5.2,0.1
89,90,chert_condition_B,maximumdimension,0.04,40.95,1.75,36.17,42.21,41.4,6.04
89,90,chert_condition_B,maximumwidth,0.03,28.45,0.76,27.36,29.63,28.19,2.27
89,90,chert_condition_B,maximumthickness,0.15,7.06,1.04,5.61,9.5,7,3.89
89,90,chert_condition_B,techlength,0.06,36.97,2.28,34.82,41.63,36.35,6.81
89,90,chert_condition_B,techmaxwidth,0.07,27.6,1.94,22.81,29.88,28.09,7.07
89,90,chert_condition_B,techmaxthickness,0.24,7.1,1.71,4.2,10.11,7.08,5.91
89,90,chert_condition_B,techwidthprox,0.03,27.54,0.71,26.05,28.15,27.8,2.1
89,90,chert_condition_B,techwidthmes,0.1,22.56,2.27,19.59,26.01,22.1,6.42
89,90,chert_condition_B,techwidthdist,0.09,12.86,1.1,11.2,14.23,12.73,3.03
89,90,chert_condition_B,techthickprox,0.1,6.93,0.7,6.37,8.83,6.71,2.46
89,90,chert_condition_B,techthickmes,0.12,4.72,0.57,4.08,5.67,4.33,1.59
89,90,chert_condition_B,techthickdist,0.14,3.53,0.49,2.78,4.12,3.59,1.34
89,90,chert_condition_B,platfthickimpact,0.11,8.15,0.9,7.2,9.81,7.9,2.61
89,90,chert_condition_B,platfthickmid,0.05,7.88,0.43,6.83,8.44,8.06,1.61
89,90,chert_condition_B,platfthickmax,0.12,9.08,1.07,7.7,10.63,9.02,2.93
51,91,chert_condition_B,dorsal_cortex,0.83,3.6,2.99,0,10,3.5,10
51,91,chert_condition_B,mass,0.03,8.33,0.22,8.1,8.7,8.2,0.6
51,91,chert_condition_B,maximumdimension,0.01,66.79,0.69,64.97,67.5,66.9,2.53
51,91,chert_condition_B,maximumwidth,0.17,25.26,4.29,21.99,36.91,23.46,14.92
51,91,chert_condition_B,maximumthickness,0.19,5.66,1.09,3.3,6.93,5.99,3.63
51,91,chert_condition_B,techlength,0.28,29.29,8.29,21.05,40.26,22.55,19.21
51,91,chert_condition_B,techmaxwidth,0.07,61.64,4.32,53.69,67.49,62.1,13.8
51,91,chert_condition_B,techmaxthickness,0.14,5.66,0.8,4.62,6.73,5.4,2.11
51,91,chert_condition_B,techwidthprox,0.09,33.95,3.2,29.88,38.65,32.49,8.77
51,91,chert_condition_B,techwidthmes,0.09,49.79,4.58,43.3,57.76,49.55,14.46
51,91,chert_condition_B,techwidthdist,0.54,41.34,22.38,11.94,60.65,56.63,48.71
51,91,chert_condition_B,techthickprox,0.18,5.06,0.89,3.6,6.58,4.95,2.98
51,91,chert_condition_B,techthickmes,0.4,3.99,1.58,0.85,5.98,4.24,5.13
51,91,chert_condition_B,techthickdist,0.54,3.46,1.88,1.1,7.18,3.11,6.08
51,91,chert_condition_B,platfwidth,0.19,18.01,3.47,13.8,22.58,16.3,8.78
51,91,chert_condition_B,platfthickimpact,0.05,5,0.24,4.6,5.43,5,0.83
51,91,chert_condition_B,platfthickmid,0.14,4.43,0.62,3.2,5.07,4.72,1.87
51,91,chert_condition_B,platfthickmax,0.11,5.13,0.54,4.37,6.2,5,1.83
23,92,chert_condition_B,dorsal_cortex,0.11,92.27,10.09,75,100,100,25
23,92,chert_condition_B,mass,0.02,4.22,0.08,4.1,4.4,4.2,0.3
23,92,chert_condition_B,maximumdimension,0.01,44.31,0.46,43.08,44.69,44.46,1.61
23,92,chert_condition_B,maximumwidth,0.05,18.24,1,15.9,19.92,18.27,4.02
23,92,chert_condition_B,maximumthickness,0.05,5.71,0.29,5.12,6.05,5.77,0.93
23,92,chert_condition_B,techlength,0.1,35.61,3.38,31.89,39.7,35.57,7.81
23,92,chert_condition_B,techmaxwidth,0.21,20.77,4.31,17.79,30.27,19.73,12.48
23,92,chert_condition_B,techmaxthickness,0.09,5.54,0.51,4.8,6.18,5.55,1.38
23,92,chert_condition_B,techwidthprox,0.11,18.69,1.97,15.33,20.4,20.06,5.07
23,92,chert_condition_B,techwidthmes,0.06,17.41,1.12,15.95,19.3,17.21,3.35
23,92,chert_condition_B,techwidthdist,0.11,15.33,1.67,12.13,17.64,15.44,5.51
23,92,chert_condition_B,techthickprox,0.17,4.64,0.79,3.95,5.92,4.31,1.97
23,92,chert_condition_B,techthickmes,0.07,5.23,0.35,4.68,5.66,5.33,0.98
23,92,chert_condition_B,techthickdist,0.06,3.39,0.21,3.18,3.7,3.28,0.52
23,92,chert_condition_B,platfwidth,0.02,8.81,0.2,8.6,9,8.83,0.4
23,92,chert_condition_B,platfthickimpact,0.53,1.11,0.59,0.7,1.53,1.11,0.83
23,92,chert_condition_B,platfthickmid,0.54,1.11,0.59,0.69,1.53,1.11,0.84
23,92,chert_condition_B,platfthickmax,0.92,1.26,1.16,0.44,2.08,1.26,1.64
89,90,chert_condition_B,platfwidth,0.05,19.75,0.91,17.28,20.42,20.09,3.14
60,93,chert_condition_B,dorsal_cortex,0.22,21.64,4.84,15,30,20,15
60,93,chert_condition_B,maximumdimension,0.01,49.87,0.43,48.92,50.21,50.12,1.29
60,93,chert_condition_B,maximumwidth,0.04,21.11,0.92,19.97,23.16,20.84,3.19
60,93,chert_condition_B,maximumthickness,0.07,4.45,0.3,3.99,5.18,4.4,1.19
60,93,chert_condition_B,techlength,0.02,48.22,0.95,46.75,50.33,48.05,3.58
60,93,chert_condition_B,techmaxwidth,0.06,20.95,1.27,19.07,23.18,20.83,4.11
60,93,chert_condition_B,techmaxthickness,0.08,4.61,0.35,4.1,5.21,4.58,1.11
60,93,chert_condition_B,techwidthprox,0.07,13.93,0.99,11.85,15,14,3.15
60,93,chert_condition_B,techwidthmes,0.05,18.32,0.9,16.85,19.41,18.48,2.56
60,93,chert_condition_B,techwidthdist,0.12,17.88,2.09,14.85,20.37,18.2,5.52
60,93,chert_condition_B,techthickprox,0.03,3.25,0.1,3.1,3.44,3.24,0.34
60,93,chert_condition_B,techthickmes,0.11,4.24,0.47,3,4.51,4.44,1.51
60,93,chert_condition_B,techthickdist,0.15,4.13,0.63,3.14,4.98,4.42,1.84
60,93,chert_condition_B,platfwidth,0.03,6.44,0.21,6.02,6.78,6.43,0.76
60,93,chert_condition_B,platfthickimpact,0.07,2.32,0.15,2.14,2.63,2.28,0.49
60,93,chert_condition_B,platfthickmid,0.13,2.29,0.29,1.66,2.57,2.4,0.91
60,93,chert_condition_B,platfthickmax,0.14,2.55,0.35,1.97,3.31,2.48,1.34
30,94,chert_condition_B,dorsal_cortex,1.25,42.86,53.45,0,100,0,100
30,94,chert_condition_B,maximumdimension,0.05,25.05,1.33,24.35,27.04,24.41,2.69
30,94,chert_condition_B,maximumwidth,0.13,17.9,2.4,16.6,21.5,16.76,4.9
30,94,chert_condition_B,maximumthickness,0.08,4.88,0.4,4.4,5.37,4.88,0.97
34,95,chert_condition_B,mass,0.03,1.72,0.06,1.6,1.8,1.7,0.2
34,95,chert_condition_B,maximumdimension,0.05,30.63,1.64,28.99,33.91,30.08,4.92
34,95,chert_condition_B,maximumwidth,0.02,13.91,0.28,13.13,14.19,13.94,1.06
34,95,chert_condition_B,maximumthickness,0.05,5,0.23,4.51,5.2,5.1,0.69
62,84,chert_condition_B,platfwidth,0.05,11.2,0.61,10.26,12.24,11.32,1.98
62,84,chert_condition_B,platfthickimpact,0.11,2.14,0.24,1.81,2.44,2.21,0.63
62,84,chert_condition_B,platfthickmid,0.29,1.01,0.29,0.3,1.36,1.06,1.06
62,84,chert_condition_B,platfthickmax,0.15,2.35,0.34,1.66,2.83,2.37,1.17
60,93,chert_condition_B,mass,0.02,4.21,0.09,4.1,4.4,4.2,0.3
101,67,chert_condition_B,platfwidth,0.35,25.56,8.97,12.87,34.34,28.44,21.47
101,67,chert_condition_B,platfthickimpact,0.65,9.71,6.34,2.97,16.02,13.93,13.05
101,67,chert_condition_B,platfthickmid,0.74,9.8,7.29,1.75,17.42,14.44,15.67
101,67,chert_condition_B,platfthickmax,0.63,11.26,7.1,3.1,17.78,15.64,14.68
76,96,chert_condition_B,mass,0.01,4.83,0.06,4.7,4.9,4.8,0.2
76,96,chert_condition_B,maximumdimension,0.05,37.36,1.81,31.9,38.11,37.91,6.21
76,96,chert_condition_B,maximumwidth,0.07,21.99,1.63,19.08,24.37,21.98,5.29
76,96,chert_condition_B,maximumthickness,0.06,6.04,0.36,5.44,6.6,6.02,1.16
76,96,chert_condition_B,techlength,0.05,31.4,1.66,27.54,34.16,31.6,6.62
76,96,chert_condition_B,techmaxwidth,0.15,22.45,3.28,19.41,31.4,22.04,11.99
76,96,chert_condition_B,techmaxthickness,0.15,6.09,0.94,5.39,8.78,5.88,3.39
76,96,chert_condition_B,techwidthprox,0.04,19.69,0.81,18.93,21.66,19.54,2.73
76,96,chert_condition_B,techwidthmes,0.04,18.85,0.82,17.03,20.01,18.88,2.98
76,96,chert_condition_B,techwidthdist,0.04,18.26,0.74,16.78,19.68,18.25,2.9
76,96,chert_condition_B,techthickprox,0.03,5.89,0.21,5.47,6.3,5.88,0.83
76,96,chert_condition_B,techthickmes,0.1,5.19,0.51,4.02,5.72,5.27,1.7
76,96,chert_condition_B,techthickdist,0.06,4.38,0.27,4.05,4.76,4.36,0.71
76,96,chert_condition_B,platfwidth,0.03,21.67,0.75,20.3,22.7,22.05,2.4
76,96,chert_condition_B,platfthickimpact,0.06,6.25,0.4,5.38,6.9,6.3,1.52
76,96,chert_condition_B,platfthickmid,0.1,5.55,0.54,4.85,6.66,5.34,1.81
76,96,chert_condition_B,platfthickmax,0.04,6.45,0.29,5.85,6.95,6.38,1.1
28,60,chert_condition_B,platfthickimpact,1.24,2.58,3.2,0.4,7.32,1.29,6.92
28,60,chert_condition_B,platfthickmid,0.58,4.4,2.54,2.66,7.32,3.23,4.66
28,60,chert_condition_B,platfthickmax,0.54,4.49,2.44,3,7.31,3.17,4.31
36,86,chert_condition_B,platfthickimpact,0.77,3.96,3.05,1.53,10.14,2.89,8.61
83,98,chert_condition_B,mass,0.02,2.55,0.05,2.5,2.6,2.55,0.1
83,98,chert_condition_B,maximumdimension,0.03,32.67,1.08,29.76,33.37,32.95,3.61
83,98,chert_condition_B,maximumwidth,0.08,15.42,1.19,12.04,16.23,15.83,4.19
83,98,chert_condition_B,maximumthickness,0.17,9.91,1.67,7.98,13.62,9.4,5.64
83,98,chert_condition_B,techlength,0.07,30.34,2.27,28.2,32.72,30.1,4.52
83,98,chert_condition_B,techmaxwidth,0.07,14.82,1.1,13.56,15.57,15.33,2.01
83,98,chert_condition_B,techmaxthickness,0.13,9.52,1.23,8.16,10.56,9.83,2.4
83,98,chert_condition_B,techwidthprox,0.01,12.8,0.08,12.75,12.86,12.8,0.11
83,98,chert_condition_B,techwidthmes,0.2,7.61,1.52,6.53,8.68,7.61,2.15
83,98,chert_condition_B,techwidthdist,0.01,4.34,0.06,4.3,4.39,4.34,0.09
83,98,chert_condition_B,techthickprox,0.15,8.89,1.34,7.95,9.84,8.89,1.89
83,98,chert_condition_B,techthickmes,0.11,6.04,0.66,5.58,6.51,6.04,0.93
83,98,chert_condition_B,techthickdist,0.25,4.57,1.13,3.77,5.37,4.57,1.6
83,98,chert_condition_B,platfwidth,0.09,14.52,1.33,13.58,15.46,14.52,1.88
83,98,chert_condition_B,platfthickimpact,0.05,9.55,0.45,9.24,9.87,9.55,0.63
83,98,chert_condition_B,platfthickmid,0.01,9.3,0.08,9.24,9.35,9.3,0.11
83,98,chert_condition_B,platfthickmax,0.05,9.57,0.47,9.24,9.9,9.57,0.66
63,85,chert_condition_B,techlength,0.04,52.1,1.95,48.81,53.95,52.9,5.14
2,99,chert_condition_B,dorsal_cortex,0.77,66.67,51.64,0,100,100,100
2,99,chert_condition_B,mass,0.2,12.29,2.45,9.2,14.7,12.9,5.5
2,99,chert_condition_B,maximumdimension,0.16,51.19,8.08,45.41,64.56,47.26,19.15
2,99,chert_condition_B,maximumwidth,0.1,38.73,3.85,35.3,43.13,36.58,7.83
2,99,chert_condition_B,maximumthickness,0.27,7.47,1.99,5.28,10.27,7.13,4.99
12,56,chert_condition_B,platfwidth,0.62,20.59,12.68,9.23,45.21,17.12,35.98
12,56,chert_condition_B,platfthickimpact,0.12,4.09,0.5,3.63,4.97,3.97,1.34
12,56,chert_condition_B,platfthickmid,0.38,3.78,1.44,2.6,6.65,3.33,4.05
12,56,chert_condition_B,platfthickmax,0.54,6.19,3.37,3.6,12.74,5.03,9.14
63,85,chert_condition_B,platfwidth,0.11,4.83,0.52,4.46,5.2,4.83,0.74
80,52,chert_condition_B,techmaxwidth,0.11,13.82,1.51,11.68,14.97,14.32,3.29
80,52,chert_condition_B,techwidthprox,0.21,12.98,2.71,9.88,14.87,14.2,4.99
80,52,chert_condition_B,techwidthmes,0.24,13.53,3.26,9.77,15.51,15.32,5.74
80,52,chert_condition_B,techwidthdist,0.07,13.93,0.99,13,14.97,13.81,1.97
80,52,chert_condition_B,platfwidth,0.03,13.45,0.36,13.17,13.86,13.31,0.69
22,81,chert_condition_B,mass,0,20.44,0.1,20.2,20.5,20.5,0.3
30,94,chert_condition_B,mass,0.31,2.23,0.69,1.6,3.01,2.15,1.41
16,87,chert_condition_B,techlength,0.05,27.26,1.46,26.23,28.3,27.26,2.07
16,87,chert_condition_B,techmaxwidth,0,30.76,0.04,30.74,30.79,30.76,0.05
16,87,chert_condition_B,techmaxthickness,0.02,7.39,0.16,7.28,7.5,7.39,0.22
