,,,,,,,,,,
original flake id,new flake id,assemblage_code,variable,cv,mean,sd,min,max,median,range
74,2,chert_condition_A,mass,0,19.17,0.05,19.1,19.2,19.2,0.1
74,2,chert_condition_A,maximumdimension,0.04,60.36,2.31,53.42,61.32,61.1,7.9
74,2,chert_condition_A,maximumwidth,0.02,42.02,0.65,41.09,43.21,41.94,2.12
74,2,chert_condition_A,maximumthickness,0.18,9.56,1.75,6.97,12.54,9.37,5.57
74,2,chert_condition_A,platfwidth,0.23,40.05,9.18,13.9,48.72,42.77,34.82
74,2,chert_condition_A,platfthickimpact,0.11,6.36,0.72,4.9,7.6,6.21,2.7
74,2,chert_condition_A,platfthickmid,0.27,5.18,1.41,2.73,7.09,5.17,4.36
74,2,chert_condition_A,platfthickmax,0.3,9.45,2.87,5.3,16.14,8.68,10.84
10,3,chert_condition_A,dorsal_cortex,0.18,93.18,16.32,45,100,100,55
10,3,chert_condition_A,mass,0,276.88,0.27,276.3,277.3,276.9,1
10,3,chert_condition_A,maximumdimension,0.01,109.59,1.35,106.21,110.63,110.03,4.42
10,3,chert_condition_A,maximumwidth,0.01,78.47,0.51,77.3,79.39,78.48,2.09
10,3,chert_condition_A,maximumthickness,0.03,43.17,1.32,41.66,46.57,42.77,4.91
10,3,chert_condition_A,techlength,0.03,102.36,2.73,98.52,105.74,103.2,7.22
10,3,chert_condition_A,techmaxwidth,0.05,81.1,4.07,77.81,92.23,80.53,14.42
10,3,chert_condition_A,techmaxthickness,0.02,42.82,0.98,41.06,44.88,42.55,3.82
10,3,chert_condition_A,techwidthprox,0.1,54.76,5.59,44.6,64.87,55.47,20.27
10,3,chert_condition_A,techwidthmes,0.06,75.53,4.78,64.1,80.38,76.59,16.28
10,3,chert_condition_A,techwidthdist,0.07,57.84,4.27,50.32,64.1,59,13.78
10,3,chert_condition_A,techthickprox,0.13,24.25,3.17,20.48,31.18,23.4,10.7
10,3,chert_condition_A,techthickmes,0.07,41.79,2.95,36.55,47.23,42.34,10.68
10,3,chert_condition_A,techthickdist,0.12,27.64,3.26,23.28,33.65,28.19,10.37
10,3,chert_condition_A,platfwidth,0.16,21.61,3.38,14.48,26.97,21.78,12.49
10,3,chert_condition_A,platfthickimpact,0.12,9.34,1.12,7.23,10.82,9.33,3.59
10,3,chert_condition_A,platfthickmid,0.11,9.11,1.02,7.3,10.46,9.24,3.16
10,3,chert_condition_A,platfthickmax,0.15,10.2,1.5,8,13.4,10.48,5.4
7,4,chert_condition_A,dorsal_cortex,0.1,55,5.48,50,65,55,15
7,4,chert_condition_A,mass,0,118.38,0.35,117.4,118.7,118.5,1.3
7,4,chert_condition_A,maximumdimension,0.02,82.27,1.85,79,84.49,82.68,5.49
7,4,chert_condition_A,maximumwidth,0.01,60.88,0.45,60.3,61.84,60.82,1.54
7,4,chert_condition_A,maximumthickness,0.03,28.22,0.95,26.18,30.12,28.24,3.94
7,4,chert_condition_A,techlength,0.04,76.11,2.85,73.67,81.37,75.15,7.7
7,4,chert_condition_A,techmaxwidth,0.01,60.59,0.51,59.81,61.44,60.59,1.63
7,4,chert_condition_A,techmaxthickness,0.1,27.39,2.72,20.18,29.43,28.13,9.25
7,4,chert_condition_A,techwidthprox,0.05,53.21,2.91,48.69,57.27,53.44,8.58
7,4,chert_condition_A,techwidthmes,0.01,60.17,0.6,58.82,60.88,60.25,2.06
7,4,chert_condition_A,techwidthdist,0.09,49.3,4.51,41.51,58.22,49.69,16.71
7,4,chert_condition_A,techthickprox,0.04,27.64,1.09,25.09,28.93,27.74,3.84
7,4,chert_condition_A,techthickmes,0.09,24.74,2.19,20.41,26.93,24.67,6.52
7,4,chert_condition_A,techthickdist,0.18,13.78,2.45,11.47,18.48,12.69,7.01
7,4,chert_condition_A,platfwidth,0.13,37.02,4.77,29.28,41.94,39.5,12.66
7,4,chert_condition_A,platfthickimpact,0.31,18.16,5.61,11.8,25.37,15.02,13.57
7,4,chert_condition_A,platfthickmid,0.26,15.61,4,9.84,20.94,16.43,11.1
7,4,chert_condition_A,platfthickmax,0.27,19.97,5.4,12.53,25.37,21.75,12.84
8,5,chert_condition_A,dorsal_cortex,0.06,79.09,4.91,70,85,80,15
8,5,chert_condition_A,mass,0,31.78,0.1,31.6,31.9,31.8,0.3
8,5,chert_condition_A,maximumdimension,0.01,60.72,0.77,59.96,62.94,60.62,2.98
8,5,chert_condition_A,maximumwidth,0.05,44.11,2.15,41.64,48.71,43.96,7.07
8,5,chert_condition_A,maximumthickness,0.04,18.18,0.73,16.72,18.88,18.44,2.16
8,5,chert_condition_A,techlength,0.07,56.32,4.01,49.02,60.59,57.08,11.57
8,5,chert_condition_A,techmaxwidth,0.08,47.22,3.62,41.45,50.41,49.02,8.96
8,5,chert_condition_A,techmaxthickness,0.03,18.49,0.54,17.63,19.51,18.46,1.88
8,5,chert_condition_A,techwidthprox,0.18,28.12,5.08,17.86,34.97,29.75,17.11
8,5,chert_condition_A,techwidthmes,0.04,42.96,1.7,39.36,44.81,43.39,5.45
8,5,chert_condition_A,techwidthdist,0.19,42.41,8.22,32.26,50.31,45.58,18.05
8,5,chert_condition_A,techthickprox,0.06,17.51,0.98,16.07,18.7,17.86,2.63
8,5,chert_condition_A,techthickmes,0.13,16.25,2.16,12.69,18.58,17.08,5.89
8,5,chert_condition_A,techthickdist,0.19,9.17,1.74,7.24,12.35,8.89,5.11
51,6,chert_condition_A,mass,0,90.33,0.1,90.1,90.5,90.3,0.4
51,6,chert_condition_A,maximumdimension,0.02,89.25,1.95,83.84,91.21,90,7.37
51,6,chert_condition_A,maximumwidth,0.08,59.03,4.79,50.85,70.59,58.87,19.74
51,6,chert_condition_A,maximumthickness,0.05,18.91,0.91,17.5,20.06,19.19,2.56
51,6,chert_condition_A,techlength,0.02,83.66,1.33,80.47,84.98,83.9,4.51
51,6,chert_condition_A,techmaxwidth,0.12,60.02,7.17,47.29,71.53,60.42,24.24
51,6,chert_condition_A,techmaxthickness,0.05,18.59,1.01,16,19.28,19.09,3.28
51,6,chert_condition_A,techwidthprox,0.07,55.55,4.05,50.1,60.64,54.87,10.54
51,6,chert_condition_A,techwidthmes,0.09,48.36,4.17,43.54,58.03,47.44,14.49
51,6,chert_condition_A,techwidthdist,0.06,40.67,2.37,34.68,44.49,40.92,9.81
51,6,chert_condition_A,techthickprox,0.05,16.79,0.79,16.1,18.48,16.53,2.38
51,6,chert_condition_A,techthickmes,0.02,17.4,0.35,17,18,17.26,1
51,6,chert_condition_A,techthickdist,0.18,10.71,1.88,6.65,13.12,11.2,6.47
51,6,chert_condition_A,platfwidth,0.21,52.58,11.07,30.1,58.6,57.67,28.5
51,6,chert_condition_A,platfthickimpact,0.2,8.73,1.74,5.34,10.82,8.86,5.48
51,6,chert_condition_A,platfthickmid,0.21,9.45,1.98,4.3,10.83,10.28,6.53
51,6,chert_condition_A,platfthickmax,0.2,11.59,2.33,8.69,16.11,10.83,7.42
87,7,chert_condition_A,mass,0.01,26.91,0.34,25.9,27.1,27,1.2
87,7,chert_condition_A,maximumdimension,0.03,60.06,1.6,55.62,60.9,60.74,5.28
87,7,chert_condition_A,maximumwidth,0.05,37.07,1.94,33.37,38.81,37.83,5.44
87,7,chert_condition_A,maximumthickness,0.04,18.53,0.66,18,20.38,18.3,2.38
87,7,chert_condition_A,techlength,0.05,50.52,2.78,45.83,55.45,50.2,9.62
87,7,chert_condition_A,techmaxwidth,0.08,38.45,3.05,33.69,42.85,37.83,9.16
87,7,chert_condition_A,techmaxthickness,0.12,17.47,2.14,11.58,18.82,18.2,7.24
87,7,chert_condition_A,techwidthprox,0.13,24.04,3.1,18.98,28.62,23.39,9.64
87,7,chert_condition_A,techwidthmes,0.07,34.98,2.54,30.91,38.45,35.63,7.54
87,7,chert_condition_A,techwidthdist,0.22,31.53,6.82,23.7,42.29,32,18.59
87,7,chert_condition_A,techthickprox,0.17,16.05,2.73,9.29,18.94,16.5,9.65
87,7,chert_condition_A,techthickmes,0.12,16.57,1.97,12.23,18.31,17.1,6.08
87,7,chert_condition_A,techthickdist,0.26,10.39,2.71,4.4,13.73,11.03,9.33
87,7,chert_condition_A,platfthickimpact,0.55,6.91,3.81,2.04,13.39,5.26,11.35
87,7,chert_condition_A,platfthickmax,0.27,9.26,2.51,6.85,14.31,8.29,7.46
60,8,chert_condition_A,mass,0,64.24,0.12,64,64.4,64.3,0.4
60,8,chert_condition_A,maximumdimension,0,85.03,0.41,84.08,85.52,85.13,1.44
60,8,chert_condition_A,maximumwidth,0.1,57.3,5.68,47.9,67.23,55.32,19.33
60,8,chert_condition_A,maximumthickness,0.06,15.2,0.85,13.64,16.32,15.55,2.68
60,8,chert_condition_A,techmaxwidth,0.07,53.97,3.56,47.49,61.75,53.39,14.26
60,8,chert_condition_A,techmaxthickness,0.09,15.01,1.3,13.08,16.63,15.53,3.55
60,8,chert_condition_A,techwidthprox,0.03,48.08,1.42,46.13,49.86,48.3,3.73
60,8,chert_condition_A,techwidthmes,0.01,46.85,0.57,45.97,47.47,46.92,1.5
60,8,chert_condition_A,techwidthdist,0.12,49.2,5.73,37.66,53.73,51.99,16.07
60,8,chert_condition_A,techthickprox,0.08,14.79,1.14,12.51,15.68,15.32,3.17
60,8,chert_condition_A,techthickmes,0.09,13.68,1.27,11.62,16,14.02,4.38
60,8,chert_condition_A,techthickdist,0.16,10.75,1.73,8.29,13.46,10.7,5.17
60,8,chert_condition_A,platfthickimpact,0.08,6.15,0.52,5.27,6.94,6.23,1.67
87,7,chert_condition_A,platfwidth,0.13,11.39,1.51,10.13,14.44,10.99,4.31
87,7,chert_condition_A,platfthickmid,0.22,7.87,1.74,6.2,11.36,7.13,5.16
4,9,chert_condition_A,dorsal_cortex,1.22,6.36,7.78,0,20,0,20
4,9,chert_condition_A,mass,0.01,60.29,0.41,59.7,61.1,60.2,1.4
4,9,chert_condition_A,maximumdimension,0.04,80.13,3.14,71.23,83.16,80.8,11.93
4,9,chert_condition_A,maximumwidth,0.04,71.59,2.87,69.2,79.6,70.8,10.4
4,9,chert_condition_A,maximumthickness,0.07,14.1,0.95,11.7,15.48,14.19,3.78
4,9,chert_condition_A,techlength,0.02,70.81,1.68,67.9,73.16,70.58,5.26
4,9,chert_condition_A,techmaxwidth,0.06,68.79,3.97,64.17,78.05,67.7,13.88
4,9,chert_condition_A,techmaxthickness,0.17,13.12,2.21,8.28,15.62,13.97,7.34
4,9,chert_condition_A,techwidthprox,0.12,59.3,6.95,49.93,68.52,60.95,18.59
4,9,chert_condition_A,techwidthmes,0.09,62.7,5.87,50.31,69.33,61.34,19.02
4,9,chert_condition_A,techwidthdist,0.18,49.91,9.23,41.27,67.54,45.63,26.27
4,9,chert_condition_A,techthickprox,0.07,13.87,1.01,12.59,16.55,13.88,3.96
4,9,chert_condition_A,techthickmes,0.1,10.23,0.99,8.71,11.5,10.35,2.79
4,9,chert_condition_A,techthickdist,0.2,5.81,1.18,3.13,7.56,5.91,4.43
4,9,chert_condition_A,platfthickimpact,0.03,12.44,0.38,11.4,12.88,12.54,1.48
4,9,chert_condition_A,platfthickmax,0.04,12.62,0.45,11.6,13.53,12.61,1.93
26,10,chert_condition_A,dorsal_cortex,0.1,80,8.06,65,90,80,25
26,10,chert_condition_A,mass,0,29.39,0.13,29.2,29.7,29.4,0.5
26,10,chert_condition_A,maximumdimension,0.02,53.46,1.21,50.53,54.3,53.88,3.77
26,10,chert_condition_A,maximumwidth,0.17,40.17,6.81,32.62,51.42,37.94,18.8
26,10,chert_condition_A,maximumthickness,0.02,17.13,0.42,16.4,17.96,17.2,1.56
15,11,chert_condition_A,dorsal_cortex,0.31,6.45,2.02,5,10,5,5
15,11,chert_condition_A,mass,0,60.8,0.12,60.6,61.1,60.8,0.5
15,11,chert_condition_A,maximumdimension,0.01,83.8,0.83,81.76,84.35,84.12,2.59
15,11,chert_condition_A,maximumwidth,0.05,55.14,2.83,47.57,58.01,55.38,10.44
15,11,chert_condition_A,maximumthickness,0.09,16.96,1.45,13.39,18.51,17.5,5.12
15,11,chert_condition_A,techlength,0.03,81.36,2.39,77.5,84.42,81.25,6.92
15,11,chert_condition_A,techmaxwidth,0.08,53.68,4.44,47.91,63.86,53.87,15.95
15,11,chert_condition_A,techmaxthickness,0.2,16.08,3.2,8.8,18.92,17.48,10.12
15,11,chert_condition_A,techwidthprox,0.04,50.59,2.04,48.09,55.14,50.44,7.05
15,11,chert_condition_A,techwidthmes,0.04,47.56,1.97,45.69,52.74,47.09,7.05
15,11,chert_condition_A,techwidthdist,0.04,50.65,1.94,46.92,52.7,51.62,5.78
15,11,chert_condition_A,techthickprox,0.25,14.7,3.67,8.84,19.59,15.99,10.75
15,11,chert_condition_A,techthickmes,0.1,12.97,1.35,9.57,14.22,13.1,4.65
15,11,chert_condition_A,techthickdist,0.11,10.16,1.07,7.88,11.77,10.33,3.89
15,11,chert_condition_A,platfwidth,0.11,41.9,4.6,30,45.5,44.47,15.5
15,11,chert_condition_A,platfthickimpact,0.21,5.26,1.08,4.21,8.09,5.16,3.88
15,11,chert_condition_A,platfthickmid,0.06,8.28,0.53,7.59,9.4,8.18,1.81
15,11,chert_condition_A,platfthickmax,0.19,11.63,2.18,9.49,15.72,10.66,6.23
38,12,chert_condition_A,mass,0,14.25,0.07,14.1,14.3,14.3,0.2
38,12,chert_condition_A,maximumdimension,0.02,47.84,1.1,45.49,48.69,48.6,3.2
38,12,chert_condition_A,maximumwidth,0.05,41.16,2.17,37.7,45.6,41.13,7.9
38,12,chert_condition_A,maximumthickness,0.13,14.8,1.87,10.98,17.03,14.61,6.05
38,12,chert_condition_A,techlength,0.04,37.61,1.37,36.2,41.12,37.38,4.92
38,12,chert_condition_A,techmaxwidth,0.07,46.68,3.17,38.61,48.69,48.12,10.08
38,12,chert_condition_A,techmaxthickness,0.23,14.17,3.27,8.01,19.93,14.92,11.92
38,12,chert_condition_A,techwidthprox,0.15,26.45,3.89,19.56,33.42,25.69,13.86
38,12,chert_condition_A,techwidthmes,0.07,37.61,2.77,33.26,42.61,37.68,9.35
38,12,chert_condition_A,techwidthdist,0.07,42.6,3.12,38.6,48.62,41.91,10.02
38,12,chert_condition_A,techthickprox,0.17,13.96,2.44,9.01,17.59,13.89,8.58
38,12,chert_condition_A,techthickmes,0.12,10.03,1.17,8.55,12.59,9.57,4.04
38,12,chert_condition_A,techthickdist,0.36,5.2,1.85,2.85,9.57,5.37,6.72
38,12,chert_condition_A,platfwidth,0.1,12,1.24,10.66,14.91,11.73,4.25
38,12,chert_condition_A,platfthickimpact,0.11,9.41,1.03,8.49,11.67,9.01,3.18
38,12,chert_condition_A,platfthickmid,0.1,9.19,0.92,8.16,11.67,9.01,3.51
38,12,chert_condition_A,platfthickmax,0.1,10.3,1.02,8.96,11.67,10.48,2.71
5,13,chert_condition_A,dorsal_cortex,0,100,0,100,100,100,0
5,13,chert_condition_A,maximumdimension,0.02,72.71,1.43,70.06,74.7,73.11,4.64
5,13,chert_condition_A,maximumwidth,0.03,63.35,2.08,59.13,65.73,63.7,6.6
5,13,chert_condition_A,maximumthickness,0.03,15.11,0.4,14.1,15.69,15.17,1.59
5,13,chert_condition_A,techlength,0.01,64.79,0.47,63.7,65.37,64.86,1.67
5,13,chert_condition_A,techmaxwidth,0.01,62.65,0.38,61.82,63.02,62.71,1.2
5,13,chert_condition_A,techmaxthickness,0.13,14.31,1.91,10.33,15.82,15.1,5.49
5,13,chert_condition_A,techwidthprox,0.04,56.04,2.17,53.01,60.1,55.39,7.09
5,13,chert_condition_A,techwidthmes,0.01,61.53,0.77,60.3,63.03,61.49,2.73
5,13,chert_condition_A,techwidthdist,0.05,52.11,2.59,49.04,56.96,51.52,7.92
5,13,chert_condition_A,techthickprox,0.02,15.16,0.37,14.6,15.88,15.09,1.28
5,13,chert_condition_A,techthickmes,0.04,11.41,0.42,10.86,12,11.53,1.14
5,13,chert_condition_A,techthickdist,0.1,7.32,0.71,5.45,7.99,7.31,2.54
5,13,chert_condition_A,platfwidth,0.03,42.78,1.2,39.7,44.16,42.74,4.46
5,13,chert_condition_A,platfthickimpact,0.03,13.19,0.43,12.4,13.85,13.16,1.45
5,13,chert_condition_A,platfthickmid,0.04,12.56,0.55,11.81,13.64,12.6,1.83
5,13,chert_condition_A,platfthickmax,0.04,13.24,0.54,12.26,13.88,13.38,1.62
30,14,chert_condition_A,mass,0,21.33,0.08,21.2,21.4,21.35,0.2
30,14,chert_condition_A,maximumdimension,0.02,61.01,1.19,57.56,61.73,61.43,4.17
30,14,chert_condition_A,maximumwidth,0.04,39.94,1.71,37.47,42.64,40.16,5.17
30,14,chert_condition_A,maximumthickness,0.14,13.38,1.82,8.7,15.37,13.96,6.67
30,14,chert_condition_A,techlength,0.06,56.77,3.43,49.38,59.8,58.62,10.42
30,14,chert_condition_A,techmaxwidth,0.02,38.61,0.59,38.08,40.07,38.32,1.99
30,14,chert_condition_A,techmaxthickness,0.2,12.86,2.54,7.84,15.67,13.67,7.83
30,14,chert_condition_A,techwidthprox,0.05,36.81,1.87,34.81,40.31,36.38,5.5
30,14,chert_condition_A,techwidthmes,0.02,37.83,0.77,35.99,38.95,37.82,2.96
30,14,chert_condition_A,techwidthdist,0.12,30.71,3.68,22.89,35.98,31.23,13.09
30,14,chert_condition_A,techthickprox,0.07,13.07,0.9,11.25,14.38,13.33,3.13
30,14,chert_condition_A,techthickmes,0.13,7.79,1,6.15,9.6,7.66,3.45
30,14,chert_condition_A,techthickdist,0.25,3.71,0.94,2.24,4.7,4.15,2.46
30,14,chert_condition_A,platfwidth,0.18,33.52,5.93,15.9,35.87,35.49,19.97
30,14,chert_condition_A,platfthickimpact,0.14,10.4,1.49,6.3,11.97,10.63,5.67
30,14,chert_condition_A,platfthickmid,0.15,11.9,1.75,6.7,12.81,12.26,6.11
30,14,chert_condition_A,platfthickmax,0.13,13.38,1.77,8.2,14.53,13.86,6.33
60,8,chert_condition_A,techlength,0.04,81.36,3.04,76.5,84.77,82.3,8.27
60,8,chert_condition_A,platfwidth,0.02,31.93,0.66,30.37,32.8,31.96,2.43
60,8,chert_condition_A,platfthickmid,0.09,6.69,0.59,5.9,7.81,6.63,1.91
60,8,chert_condition_A,platfthickmax,0.03,8.96,0.27,8.63,9.31,8.96,0.68
79,15,chert_condition_A,mass,0,30.81,0.15,30.4,30.9,30.85,0.5
79,15,chert_condition_A,maximumdimension,0.05,60.37,3.07,51.75,62.24,61.99,10.49
79,15,chert_condition_A,maximumwidth,0.04,56.66,2.31,52.23,59.11,57.79,6.88
79,15,chert_condition_A,maximumthickness,0.07,13.96,1.02,11.43,14.98,14.2,3.55
79,15,chert_condition_A,techlength,0.01,56.67,0.84,55.42,57.75,56.82,2.33
79,15,chert_condition_A,techmaxwidth,0.09,57.33,4.88,45.5,62.18,59.45,16.68
79,15,chert_condition_A,techmaxthickness,0.22,12.88,2.84,6.85,15.1,14.3,8.25
79,15,chert_condition_A,techwidthprox,0.18,38.6,6.78,29.08,51.38,36.07,22.3
79,15,chert_condition_A,techwidthmes,0.1,51.17,4.95,44.5,59.05,51.94,14.55
79,15,chert_condition_A,techwidthdist,0.11,40.93,4.49,33.82,46.41,41.7,12.59
79,15,chert_condition_A,techthickprox,0.09,13.3,1.25,11.41,14.66,13.88,3.25
79,15,chert_condition_A,techthickmes,0.08,8.54,0.72,7.51,9.93,8.36,2.42
79,15,chert_condition_A,techthickdist,0.09,5.38,0.48,4.66,6.13,5.37,1.47
79,15,chert_condition_A,platfwidth,0.3,46,13.93,18.3,56.73,52.9,38.43
79,15,chert_condition_A,platfthickimpact,0.09,9.57,0.82,7.69,10.42,9.75,2.73
79,15,chert_condition_A,platfthickmid,0.1,9.59,0.95,7.82,10.57,10.11,2.75
79,15,chert_condition_A,platfthickmax,0.08,10.32,0.81,9.23,11.96,10.17,2.73
31,16,chert_condition_A,dorsal_cortex,0.2,16.82,3.37,10,20,15,10
31,16,chert_condition_A,mass,0.01,19.96,0.11,19.7,20.1,20,0.4
31,16,chert_condition_A,maximumdimension,0.02,74.05,1.26,71.31,75.37,74.62,4.06
31,16,chert_condition_A,maximumwidth,0.04,35.35,1.52,31.33,36.92,35.52,5.59
31,16,chert_condition_A,maximumthickness,0.11,8.41,0.95,6.52,10.71,8.34,4.19
31,16,chert_condition_A,techlength,0.01,71.6,0.54,70.87,72.73,71.64,1.86
31,16,chert_condition_A,techmaxwidth,0.06,35.95,2.2,29.58,37.69,36.42,8.11
31,16,chert_condition_A,techmaxthickness,0.11,8.81,0.99,7.77,11.13,8.4,3.36
31,16,chert_condition_A,techwidthprox,0.06,25.24,1.54,24.06,29.43,24.76,5.37
31,16,chert_condition_A,techwidthmes,0.05,30.28,1.49,29.3,34.41,29.69,5.11
31,16,chert_condition_A,techwidthdist,0.03,35.29,1.02,34.19,36.76,34.76,2.57
31,16,chert_condition_A,techthickprox,0.13,6.16,0.81,4.94,7.25,6.46,2.31
31,16,chert_condition_A,techthickmes,0.08,7.62,0.61,6.55,8.35,7.7,1.8
31,16,chert_condition_A,techthickdist,0.1,6.83,0.68,5.83,8,6.97,2.17
31,16,chert_condition_A,platfwidth,0.03,17.83,0.5,16.96,18.58,17.83,1.62
31,16,chert_condition_A,platfthickimpact,0.03,4.74,0.13,4.5,4.9,4.8,0.4
31,16,chert_condition_A,platfthickmid,0.12,3.35,0.4,2.4,3.86,3.47,1.46
31,16,chert_condition_A,platfthickmax,0.16,5.21,0.85,4.7,7.07,4.82,2.37
2,17,chert_condition_A,dorsal_cortex,0.05,98.5,4.74,85,100,100,15
2,17,chert_condition_A,mass,0,13.08,0.04,13,13.1,13.1,0.1
2,17,chert_condition_A,maximumdimension,0,40.48,0.13,40.27,40.66,40.52,0.39
2,17,chert_condition_A,maximumwidth,0.03,30.38,1,29,31.92,30.47,2.92
2,17,chert_condition_A,maximumthickness,0.04,12.07,0.46,11.24,12.78,12.11,1.54
2,17,chert_condition_A,techlength,0.02,40.17,0.62,39.19,41.47,40.19,2.28
2,17,chert_condition_A,techmaxwidth,0.04,30.13,1.2,28.64,31.96,29.81,3.32
2,17,chert_condition_A,techmaxthickness,0.04,11.93,0.49,10.76,12.42,12.05,1.66
2,17,chert_condition_A,techwidthprox,0.03,25.47,0.84,24.6,26.78,25.2,2.18
2,17,chert_condition_A,techwidthmes,0.05,29.26,1.39,27.4,31.91,28.97,4.51
2,17,chert_condition_A,techwidthdist,0.03,26.26,0.79,24.65,27.41,26.31,2.76
2,17,chert_condition_A,techthickprox,0.08,10.95,0.93,9.3,11.82,11.44,2.52
2,17,chert_condition_A,techthickmes,0.07,10.8,0.73,9.24,11.55,11.01,2.31
2,17,chert_condition_A,techthickdist,0.27,6.19,1.67,3.27,8.87,6.27,5.6
2,17,chert_condition_A,platfwidth,0.23,20.66,4.79,14.78,25.01,21.42,10.23
2,17,chert_condition_A,platfthickmid,1.08,2.78,3,0.66,4.9,2.78,4.24
2,17,chert_condition_A,platfthickmax,0.28,4.07,1.16,3.25,4.89,4.07,1.64
63,18,chert_condition_A,mass,0,42.33,0.1,42.1,42.4,42.4,0.3
63,18,chert_condition_A,maximumdimension,0.01,87.66,0.99,85.68,88.63,87.8,2.95
63,18,chert_condition_A,maximumwidth,0.02,56.68,0.94,53.93,57.41,56.92,3.48
63,18,chert_condition_A,maximumthickness,0.14,12.99,1.85,8.6,14.38,13.68,5.78
63,18,chert_condition_A,techlength,0.07,75.67,5.07,72.6,86.95,73.77,14.35
63,18,chert_condition_A,techmaxwidth,0.03,56.36,1.74,53.99,58.84,56.62,4.85
63,18,chert_condition_A,techmaxthickness,0.2,12.3,2.45,8.18,14.1,13.75,5.92
63,18,chert_condition_A,techwidthprox,0.15,41.69,6.1,30.99,48.82,43.09,17.83
63,18,chert_condition_A,techwidthmes,0.02,55.21,1.36,53.64,56.83,55.18,3.19
63,18,chert_condition_A,techwidthdist,0.03,49.69,1.7,46.49,51.15,50.32,4.66
63,18,chert_condition_A,techthickprox,0.06,13.19,0.86,11.42,13.98,13.31,2.56
63,18,chert_condition_A,techthickmes,0.08,9.5,0.74,8.64,10.34,9.57,1.7
63,18,chert_condition_A,techthickdist,0.05,4.81,0.26,4.42,5.13,4.9,0.71
63,18,chert_condition_A,platfthickmid,0.12,9.07,1.1,8.13,11.51,8.78,3.38
63,18,chert_condition_A,platfthickmax,0.05,10.93,0.51,10.23,11.71,11,1.48
53,19,chert_condition_A,mass,0,16.89,0.06,16.8,17,16.9,0.2
53,19,chert_condition_A,maximumdimension,0.02,66.17,1.36,62.16,66.9,66.6,4.74
53,19,chert_condition_A,maximumwidth,0.12,34.13,4.15,31.3,43.35,31.98,12.05
53,19,chert_condition_A,maximumthickness,0.11,11.76,1.33,7.9,13.02,12,5.12
53,19,chert_condition_A,techlength,0.06,60.66,3.68,53.59,64.25,62.7,10.66
53,19,chert_condition_A,techmaxwidth,0.13,34.24,4.43,30.9,46.1,32.39,15.2
53,19,chert_condition_A,techmaxthickness,0.21,10.6,2.27,6.55,12.49,11.96,5.94
53,19,chert_condition_A,techwidthprox,0.13,29.76,3.93,25.54,37.07,28.3,11.53
53,19,chert_condition_A,techwidthmes,0.02,31.67,0.72,30.4,32.77,31.77,2.37
53,19,chert_condition_A,techwidthdist,0.24,20.91,4.93,10.88,25.62,23.3,14.74
53,19,chert_condition_A,techthickprox,0.18,10.83,1.95,5.58,12.42,11.34,6.84
53,19,chert_condition_A,techthickmes,0.28,6.08,1.7,1.2,7.39,6.69,6.19
53,19,chert_condition_A,techthickdist,0.11,6.66,0.75,5.08,7.5,6.77,2.42
53,19,chert_condition_A,platfwidth,0.27,26.59,7.24,14.43,33.11,28.85,18.68
53,19,chert_condition_A,platfthickimpact,0.08,10.28,0.8,8.6,11.27,10.46,2.67
53,19,chert_condition_A,platfthickmid,0.26,9.17,2.37,5.4,11.44,10.55,6.04
53,19,chert_condition_A,platfthickmax,0.07,10.91,0.77,9.5,12.48,10.85,2.98
42,20,chert_condition_A,dorsal_cortex,0.27,14.18,3.79,10,20,15,10
42,20,chert_condition_A,mass,0.01,43.74,0.29,43.1,44.3,43.8,1.2
42,20,chert_condition_A,maximumdimension,0.02,67.88,1.16,66.03,70.17,67.72,4.14
42,20,chert_condition_A,maximumwidth,0.04,63.16,2.46,58.47,66.4,63.74,7.93
42,20,chert_condition_A,maximumthickness,0.11,11.4,1.25,10.08,13.62,11.06,3.54
42,20,chert_condition_A,techlength,0.02,66.13,1.05,64.68,68.1,65.84,3.42
42,20,chert_condition_A,techmaxwidth,0.03,63.84,1.63,61.92,66.36,63.56,4.44
42,20,chert_condition_A,techmaxthickness,0.13,11.41,1.45,9.4,13.57,11.3,4.17
42,20,chert_condition_A,techwidthprox,0.24,49.63,11.92,37.37,63.54,44.01,26.17
42,20,chert_condition_A,techwidthmes,0.07,60.06,4.16,50.1,64.21,61.56,14.11
42,20,chert_condition_A,techwidthdist,0.16,42.12,6.66,33.11,51.8,39.83,18.69
42,20,chert_condition_A,techthickprox,0.08,10.32,0.78,9.15,11.99,10.2,2.84
42,20,chert_condition_A,techthickmes,0.14,9.51,1.34,8.12,12.73,9.21,4.61
42,20,chert_condition_A,techthickdist,0.14,8.53,1.19,6.2,10.24,8.67,4.04
42,20,chert_condition_A,platfwidth,0.04,18.84,0.68,17.64,19.62,18.96,1.98
42,20,chert_condition_A,platfthickimpact,0.09,7.6,0.68,6.32,8.84,7.56,2.52
42,20,chert_condition_A,platfthickmid,0.09,7.5,0.7,5.9,8.17,7.65,2.27
42,20,chert_condition_A,platfthickmax,0.09,8.14,0.72,6.74,9.07,8.36,2.33
4,9,chert_condition_A,platfwidth,0.35,53.42,18.44,34,80.95,45.56,46.95
4,9,chert_condition_A,platfthickmid,0.07,11.64,0.86,10.21,12.55,11.58,2.34
