"","assemblage_code","analyst_id","analysis_order","flake_id","completeness","damage","damage_comment","dorsal_cortex","dorsal_cortex_location","dorsal_cortex_location_other","platform_cortex","dorsal_scar_count","directionality","proximal_scars","left_scars","distal_scars","right_scars","mass","maximumdimension","maximumwidth","maximumthickness","techlength","techmaxwidth","techmaxthickness","techwidthprox","techwidthmes","techwidthdist","techthickprox","techthickmes","techthickdist","platfwidth","platfthickimpact","platfthickmid","platfthickmax","edgeplatf","edgeplatf_deg","platfmorph","platflipp","bulb","shattbulb","initiation","ventr_plane_form","angle_height","section","latedgetype","flaketerm","distplanform","distprofangle","kombewa","flk_type","red_syst","flk_form","remark","new_flake_id"
"1","chert_condition_A","a8acd",11,"9","complete","yes","LIGHT EDGE DAMAGE",98,"All",NA,"Absent",1,"Indeterminate",1,0,0,0,120.5,100.84,59.52,26.73,90.85,75.56,26.96,56.97,59.45,47.95,26.67,22.52,11.38,32.79,9.76,10.21,12.59,7.57,NA,"Plain","no","yes","Yes","Hertzian","Bulbar",NA,"Triangular",NA,"Feather","Irregular","0-30","No","FIRST FLAKE WITH PREPARED PLATFORM",NA,"Flake",NA,1
"2","chert_condition_A","a8acd",11,"74","proximal","yes","HEAVY EDGE DAMAGE",NA,NA,NA,"Absent",6,"UnidirectionalConvergent",3,1,0,2,19.2,60.42,42.49,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.47,6.16,6.96,9.14,2.53,NA,"ChapeauDeGendarme","no","yes","Yes","Hertzian","Concave",NA,"Trapezoidal","Convergent",NA,NA,NA,"No","LEVALLOIS TRIANGULAR FLAKE WITH UNIDIRECTIONAL CONVERGENT PREPARATION- LEVALLOIS POINT","Levallois","Flake",NA,2
"3","chert_condition_A","9d812",1,"10","complete","no",NA,100,"all",NA,"Complete",0,"Other",0,0,0,0,276.7,109.29,78.18,44.35,102.77,80.53,44.02,54.95,76.59,59,27.88,42.34,28.99,22.23,8.85,8.85,8.85,5.19,119.2814206,"Cortical","no","yes","Yes","Hertzian","Bulbar",42,"Triangular","Divergent","Feather","Pointed","31-60","No",NA,NA,"Flake",NA,3
"4","chert_condition_A","8240a",8,"10","complete","no",NA,95,"All",NA,"Complete",0,NA,0,0,0,0,NA,108.9700012,78.73000336,42.79999924,104.0599976,77.80999756,42.41999817,55.47000122,73.51999664,51.14,25.29999924,42.34000015,24.95999908,22.86000061,10.35999966,9.88,10.61999989,NA,NA,"Cortical","no","yes","Yes","Hertzian","Flat",42,"Triangular","Divergent","Feather","Irregular","0","No",NA,NA,"Flake",NA,3
"5","chert_condition_A","9d812",1,"9","complete","no",NA,95,"other","in all portions but not total coverage","Absent",0,"Other",0,0,0,0,120.73,102.79,59.21,26.47,85.54,66.28,26.81,54.84,64.24,58.17,28.25,22.19,9.7,31.06,9.46,13.57,13.57,11.46,150.2865841,"Plain","no","yes","No","Hertzian","Bulbar",27,"Righttriangle","Divergent","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,1
"6","chert_condition_A","9d812",1,"7","complete","no",NA,50,"other","everywhere but proxright and right","Absent",3,"Unidirectional",3,0,0,0,118.42,82.33,60.82,28.61,81.37,60.62,29.43,57.27,60.83,50.87,27.79,22.01,12.01,40.27,25.37,16.43,25.37,3.36,95.72481045,"Plain","no","yes","No","Hertzian","Bulbar",26,"Triangular","Ovoid","Feather","Rounded","31-60","No",NA,NA,"Flake",NA,4
"7","chert_condition_A","8240a",8,"7","complete","no",NA,50,"Left",NA,"Absent",3,"Indeterminate",1,0,1,1,118.3000031,83.77999878,61.27999878,28.43000031,75.62999725,61.36999893,29.23999977,48.68999863,60.29000092,46.6,27.54000092,24.44000053,14.52000046,40.22000122,23.97999954,20.12,24.87000084,NA,NA,"Plain","yes","yes","No","Hertzian","Concave",25.89999962,"Triangular","Parallel","Feather","Irregular","0","No",NA,NA,"Flake",NA,4
"8","chert_condition_A","9d812",1,"8","complete","no",NA,80,"other","everywhere but proxleft and left",NA,1,"Unidirectional",1,0,0,0,31.83,60.16,46.36,18.44,52.72,50.24,18.77,34.97,44.81,50.31,18.16,13.04,7.46,NA,NA,NA,NA,4.02,105.8054787,"Other","no","yes","Yes","Hertzian","Concave",19,"Triangular","Divergent","Feather","Pointed","0-30","No",NA,NA,"Flake","PLATFORM SHATTERED, CREATING MULTIPLE REMOVALS SIMULTANEOUSLY; SOME MEASUREMENTS IMPOSSIBLE. COULD BE CONSIDERED PROXIMAL FLAKE, SOME OF CORTEX AT DISTAL END CRUMBLED OFF.",5
"9","chert_condition_A","8240a",8,"51","complete","no",NA,0,NA,NA,"Absent",8,"UnidirectionalConvergent",3,3,1,1,90.30000305,90.06999969,57.50999832,19.61000061,84.05000305,69.06999969,19.09000015,51.54000092,43.54000092,40.58,16.79999924,17.25,12.13000011,57.59000015,8.859999657,9.93,15.65999985,3.450000048,NA,"Plain","no","yes","No","Hertzian","Flat",18.39999962,"Trapezoidal","Convergent","Feather","Pointed","0","No","Levallois","Levallois","Convflake",NA,6
"10","chert_condition_A","8240a",8,"87","complete","no",NA,0,NA,NA,"Absent",3,"Indeterminate",1,1,0,1,27,60.74000168,38.34000015,18.09000015,54.13000107,37.83000183,18.68000031,23.69000053,37.29999924,26.09,16.90999985,15.93000031,11.02999973,NA,13.39000034,NA,8.289999962,NA,NA,"Plain","no","yes","No","Hertzian","Flat",18.29999924,"Righttriangle","Amorphous","Feather","Flat","0","No","debordant",NA,"Flake",NA,7
"11","chert_condition_A","8240a",8,"8","complete","no",NA,85,"All",NA,"Partial",1,"Indeterminate",1,0,0,0,31.60000038,60.63000107,43.95999908,18.87999916,60.45999908,50.02999878,18.62999916,30.35000038,42.95999908,33.6,16.29000092,12.68999958,8.149999619,NA,NA,NA,NA,NA,NA,"Crushed","no","yes","No","Hertzian","Concave",18.10000038,"Triangular","Amorphous","Feather","Irregular","0","No",NA,NA,"Flake",NA,5
"12","chert_condition_A","9d812",1,"60","medial","no",NA,0,NA,NA,"Absent",8,"Centripetal",5,0,2,1,64.29,85.27,62.49,14.61,NA,52.59,13.13,49.86,47.46,53.06,12.51,12.46,8.29,NA,6.94,NA,NA,3.06,90.37570868,NA,"no","yes","No","Hertzian","Concave",18,"Triangular","Parallel","Feather","Irregular","31-60","No",NA,NA,"Flake","PLATFORM ALSO BROKEN",8
"13","chert_condition_A","9d812",1,"87","complete","no",NA,0,NA,NA,"Absent",4,"Orthogonal",0,0,2,2,27.03,60.9,36.27,18.28,51.83,40.27,18.64,28.62,35.98,32.4,18.94,17.75,10.74,10.13,9.58,6.2,9.58,1.59,55.22150222,"Plain","no","yes","No","Hertzian","Bulbar",18,"Righttriangle","Diamond","Feather","Pointed","0-30","No","ECLAT DEBORDANT","Discoid","Flake",NA,7
"14","chert_condition_A","8240a",8,"4","complete","no",NA,10,"ProxRight",NA,"Complete",1,"Indeterminate",0,1,0,0,60.09999847,80.62000275,71.30000305,14.40999985,72.52999878,71.51000214,11.92000008,66.66999817,56.27999878,41.98,12.97000027,11.02999973,6.96999979,NA,12.88000011,NA,12.93000031,2.660000086,NA,"Cortical","no","yes","No","Hertzian","Flat",17.29999924,"Triangular","Ovoid","Feather","Irregular","0","Yes",NA,NA,"Flake",NA,9
"15","chert_condition_A","8240a",8,"26","Indeterminate","no",NA,90,"All",NA,NA,1,"Indeterminate",0,0,0,0,29.29999924,53.68000031,46.54000092,17.20000076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indeterminate",NA,NA,"Indeterminate","Hertzian","Flat",17.20000076,NA,NA,"Feather",NA,"0","No","indet distal plan form",NA,"Flake",NA,10
"16","chert_condition_A","8240a",8,"15","complete","no",NA,5,"Distal",NA,"Absent",3,"UnidirectionalConvergent",1,1,0,1,60.70000076,84.04000092,54.90000153,17.92000008,80.40000153,56.16999817,16.75,49.58000183,46.79999924,50.55,17.71999931,12.17000008,7.880000114,44.70000076,4.800000191,8.51,15.72000027,5.440000057,NA,"Dihedral","no","yes","Yes","Hertzian","Concave",17,"Triangular","Ovoid","Feather","Pointed","0","No",NA,NA,"Flake",NA,11
"17","chert_condition_A","9d812",1,"51","complete","no",NA,0,NA,NA,"Absent",9,"UnidirectionalConvergent",4,4,0,1,90.3,89.26,60.36,19.66,84.77,60.42,18.2,56.8,46.89,41.79,16.42,18,9.13,57.72,10.82,10.83,10.83,7.49,135.8180419,"Dihedral","no","yes","No","Hertzian","Flat",16,"Trapezoidal","Parallel","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,6
"18","chert_condition_A","9d812",1,"15","complete","no",NA,5,"left",NA,"Absent",4,"Orthogonal",2,0,0,2,60.75,84.12,57.98,17.59,84.42,55.43,17.6,52.45,47.6,52.7,9.52,13.1,10.8,43.63,4.24,8.14,10.42,2.83,85.90221993,"Dihedral","no","yes","Yes","Hertzian","Concave",16,"Righttriangle","Parallel","Feather","Flat","0-30","No",NA,NA,"Flake",NA,11
"19","chert_condition_A","8240a",8,"38","complete","no",NA,0,NA,NA,"Absent",4,"Indeterminate",0,1,1,2,14.19999981,46.86999893,40.27999878,15.35000038,36.90000153,48.65999985,15.98999977,25.81999969,33.25999832,41.91,17.59000015,9.550000191,5,12.22999954,10.85000038,9.13,11.39999962,3.849999905,NA,"Plain","no","yes","No","Hertzian","Concave",15.80000019,"Triangular","Divergent","Feather","Flat","0","No",NA,NA,"Flake",NA,12
"20","chert_condition_A","8240a",8,"5","complete","no",NA,100,"All",NA,"Absent",0,NA,0,0,0,0,NA,70.05999756,65.68000031,15.06000042,65.08999634,62.84000015,15.81999969,53.56000137,60.95999908,51.52,15.17000008,11.68000031,7.860000134,44.15999985,13.56999969,12.72,13.73999977,4.909999847,NA,"Plain","no","yes","Yes","Hertzian","Flat",14.80000019,"Domed","Ovoid","Feather","Irregular","0","No",NA,NA,"Flake",NA,13
"21","chert_condition_A","8240a",8,"30","complete","no",NA,0,NA,NA,"Absent",3,"Unidirectional",1,1,0,1,21.29999924,61.34999847,42.63999939,13.96000004,59.04999924,38.65000153,14.90999985,34.84999847,37.93999863,28.06,14.38000011,6.739999771,4.400000095,35.83000183,11.97000027,12.26,14.23999977,2.74000001,NA,"Indeterminate","no","yes","No","Hertzian","Concave",14.39999962,"Triangular","Parallel","Feather","Irregular","0","No",NA,NA,"Flake",NA,14
"22","chert_condition_A","8240a",8,"60","complete","no",NA,0,NA,NA,"Absent",9,"Centripetal",2,2,3,2,64,84.84999847,62.34000015,15.55000019,84.41000366,57.99000168,16.62999916,46.25,46.61999893,37.66,15.68000031,11.61999989,9.279999733,31.95999908,6.239999771,6.42,8.760000229,3.470000029,NA,"Other","no","yes","No","Hertzian","Concave",14.30000019,"Trapezoidal","Parallel","Feather","Irregular","0","No","Levallois","Levallois","Blade",NA,8
"23","chert_condition_A","8240a",8,"79","complete","no",NA,0,NA,NA,"Absent",2,"Indeterminate",0,1,0,1,30.89999962,61.99000168,58.15999985,14.77999973,55.79000092,52.61000061,14.30000019,45.15999985,44.91999817,45.17,11.88000011,8.100000381,5.690000057,53.09999847,9.470000267,10.29,10.76000023,4.380000114,NA,"Dihedral","yes","yes","No","Hertzian","Flat",14.19999981,"Triangular","Parallel","Hinge","Flat","0","No",NA,NA,"Flake",NA,15
"24","chert_condition_A","9d812",1,"31","complete","no",NA,20,"other","left, right, distal","Absent",5,"Unidirectional",5,0,0,0,20,75.37,34.48,8.27,72.2,36.32,8.6,25.89,30.11,36.38,5.44,7.32,6.15,17.8,4.5,3.72,4.71,2.45,77.73214434,"Plain","no","yes","No","Hertzian","Concave",14,"Triangular","Parallel","Feather","Rounded","31-60","No",NA,NA,"Flake",NA,16
"25","chert_condition_A","9d812",1,"2","complete","no",NA,100,"all",NA,"Partial",0,"Other",0,0,0,0,13.07,40.57,31.92,12.78,39.72,31.96,12.05,26.24,30.28,27.41,11.82,10.56,3.27,24.07,NA,0.66,3.25,1.79,60.98049695,"Other","no","yes","Yes","Hertzian","Flat",14,"Righttriangle","Parallel","Feather","Irregular","31-60","No","ENTAME/FIRST FLAKE",NA,"Flake",NA,17
"26","chert_condition_A","8240a",8,"63","complete","no",NA,0,NA,NA,"Absent",4,"Subcentripetal",0,1,2,1,42.09999847,86.29000092,57.04000092,13.46000004,86.94999695,55.38000107,13.86999989,37.36999893,53.88000107,50.32,13.90999985,8.640000343,5.130000114,NA,NA,11.51,11.28999996,NA,NA,"Indeterminate","no","yes","Yes","Hertzian","Flat",13.39999962,"Lenticular","Parallel","Feather","Rounded","0","No",NA,NA,"Flake",NA,18
"27","chert_condition_A","8240a",8,"53","complete","no",NA,0,NA,NA,"Absent",3,"Indeterminate",0,1,1,1,16.89999962,66.69999695,34.08000183,13.02000046,62.29000092,38.52000046,12.09000015,27.19000053,31.54999924,23.3,10.38000011,5.909999847,6.210000038,32.54000092,10.46000004,10,12.47999954,3.480000019,NA,"Dihedral","yes","yes","No","Hertzian","Concave",12.5,"Triangular","Parallel","Feather","Pointed","0","No",NA,NA,"Flake",NA,19
"28","chert_condition_A","8240a",8,"2","complete","no",NA,100,"All",NA,"Complete",0,NA,0,0,0,0,NA,40.31000137,31.43000031,12.48999977,39.18999863,31.31999969,12.05000019,25.29000092,29.04000092,24.65,10.71000004,10.96000004,5.860000134,NA,NA,NA,NA,NA,NA,"Cortical","yes","yes","Yes","Hertzian","Concave",12.30000019,"Domed","Parallel","Feather","Irregular","0","No",NA,NA,"Flake",NA,17
"29","chert_condition_A","9d812",1,"42","complete","no",NA,10,"proxleft",NA,"Absent",3,"Orthogonal",0,1,0,2,43.85,68.05,65.89,12.25,67.55,66.36,12.34,60.96,64.21,39.72,9.15,8.39,7.97,18.92,8.17,8.17,8.33,2.92,87.6930991,"Facetted","no","yes","No","Hertzian","Concave",12,"Triangular","Ovoid","Hinge","Rounded","0-30","No",NA,NA,"Flake",NA,20
"30","chert_condition_A","9d812",1,"4","complete","no",NA,0,NA,NA,"Complete",1,"Unidirectional",0,1,0,0,60.95,81.75,71.1,14.96,73.16,69.56,14.49,68.52,67.39,44.65,13.84,10.71,5.91,45.56,12.55,12.55,12.55,2.52,79.31388848,"Cortical","no","yes","No","Hertzian","Flat",12,"Triangular","Diamond","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,9
"31","chert_condition_A","9d812",1,"12","complete","no",NA,93,"other","all but mesial left","Absent",0,"Other",0,0,0,0,14.87,51.02,33.08,9.56,43.54,38.1,9.18,28.72,29.29,31.03,8.97,9.24,4.81,18.43,3.06,4.45,5.42,2.44,77.50325667,"Plain","no","yes","No","Hertzian","Concave",12,"Triangular","Divergent","Feather","Flat","0-30","No",NA,NA,"Flake","COULD BE CONSIDERED PROXIMAL FLAKE, SOME OF CORTEX AT DISTAL END CRUMBLED OFF.",21
"32","chert_condition_A","9d812",1,"23","complete","no",NA,55,"other","everywhere but proxleft and left","Absent",4,"Unidirectional",4,0,0,0,27.39,61.67,47.67,9.7,59.06,47.18,9.48,39.02,47.13,41.39,8.54,8.55,6.68,14.44,4.67,4.67,4.67,5.05,117.9057842,"Plain","no","yes","No","Hertzian","Concave",11,"Triangular","Parallel","Feather","Flat","31-60","No",NA,NA,"Flake","COULD BE CONSIDERED PROXIMAL FLAKE, SOME OF CORTEX AT DISTAL END CRUMBLED OFF.",22
"33","chert_condition_A","9d812",1,"5","complete","no",NA,100,"all",NA,"Absent",0,"Other",0,0,0,0,58.13,73.34,63.8,15.2,65.34,63.02,15.2,58.26,63.03,49.04,15.07,10.86,7.15,42.55,13.18,13.18,13.88,3.16,92.21762426,"Facetted","no","yes","No","Hertzian","Bulbar",11,"Lenticular","Ovoid","Hinge","Rounded","0-30","No",NA,NA,"Flake",NA,13
"34","chert_condition_A","9d812",1,"6","complete","no",NA,95,"other","in all portions but not total coverage","Absent",1,"Unidirectional",1,0,0,0,53.09,95.41,48.76,13.1,94.25,47.11,13.1,47.97,47.76,41.51,13.3,7.82,5.24,25.36,10.92,10.21,10.92,2.88,86.9036846,"Dihedral","no","yes","Yes","Hertzian","Bulbar",11,"Lenticular","Parallel","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,23
"35","chert_condition_A","8240a",8,"31","complete","no",NA,20,"Distal",NA,"Absent",3,"Bidirectional",0,1,1,1,20,74.94000244,36.13000107,6.519999981,71.83000183,36.72999954,8.359999657,24.25,29.44000053,34.42,5.309999943,6.550000191,5.829999924,17.88999939,4.809999943,3.25,7.070000172,3.549999952,NA,"Plain","no","yes","No","Hertzian","Concave",10.80000019,"Triangular","Parallel","Feather","Irregular","0","No",NA,NA,"Blade",NA,16
"36","chert_condition_A","8240a",8,"42","complete","no",NA,15,"Proximal",NA,"Absent",3,"Subcentripetal",0,1,1,1,43.59999847,67.72000122,64.63999939,10.07999992,66.63999939,65.08000183,9.449999809,63.41999817,59.36999893,39.93,11.98999977,10.10999966,8.920000076,19.54000092,8.840000153,7.82,8.529999733,3.5,NA,"Plain","no","yes","No","Hertzian","Concave",10.30000019,"Triangular","Amorphous","Feather","Rounded","0","No",NA,NA,"Flake","failed bulb on left",20
"37","chert_condition_A","8240a",8,"12","complete","no",NA,90,"All",NA,"Absent",1,"Indeterminate",0,1,0,0,14.89999962,50.70999908,34.63999939,9.430000305,45.95000076,34.04000092,10.47999954,22.95999908,26.23999977,29.85,9.569999695,9.229999542,6.449999809,NA,NA,5.65,6.050000191,NA,NA,"Plain","no","no","No","Hertzian","Twisted",10.30000019,"Triangular","Divergent","Feather","Flat","0","No",NA,NA,"Flake",NA,21
"38","chert_condition_A","9d812",1,"30","complete","no",NA,0,NA,NA,"Absent",3,"Unidirectional",3,0,0,0,21.35,61.43,40.16,13.89,59.8,38.45,13.21,39.2,37.57,29.88,13.33,6.15,3.14,35.87,9.6,12.8,13.94,3.28,94.34948823,"Dihedral","no","yes","No","Hertzian","Bulbar",10,"Triangular","Parallel","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,14
"39","chert_condition_A","9d812",1,"53","complete","no",NA,0,NA,NA,"Absent",4,"Orthogonal",2,0,0,2,16.85,66.24,31.95,12.15,62.8,32.27,12.49,28.29,32.77,25.62,11.89,6.11,7.5,32.97,10.55,10.55,11.3,2.56,80.20181509,"Dihedral","no","yes","No","Hertzian","Concave",10,"Triangular","Parallel","Feather","Pointed","0-30","No",NA,NA,"Flake",NA,19
"40","chert_condition_A","8240a",8,"23","complete","no",NA,55,"Right",NA,"Absent",3,"Unidirectional",1,2,0,0,27.29999924,61.43999863,47.24000168,9.489999771,58.79999924,46.81999969,10.27999973,36.59000015,44.25999832,41.24,9.149999619,8.819999695,7.940000057,17.47999954,6.289999962,5.91,5.739999771,4.489999771,NA,"Plain","no","yes","No","Hertzian","Concave",9.81000042,"Trapezoidal","Parallel","Feather","Irregular","0","No",NA,NA,"Flake",NA,22
"41","chert_condition_A","8240a",8,"71","complete","no",NA,0,NA,NA,"Absent",2,"Indeterminate",0,1,0,1,7,45.84999847,25.76000023,8.609999657,25.38999939,45.02999878,8.729999542,30.70000076,33.90999985,34.74,7.349999905,6.369999886,3.99000001,41.84999847,4.639999866,4.99,8.699999809,3.039999962,NA,"Facetted","no","yes","No","Hertzian","Flat",9.760000229,"Triangular","Amorphous","Hinge","Flat","0","No",NA,NA,"Flake","step term, poss chapeau de gendarme",24
"42","chert_condition_A","8240a",8,"78","complete","no",NA,0,NA,NA,"Absent",4,"Centripetal",2,1,0,1,18.39999962,60.56000137,50.72000122,9.159999847,59.41999817,47.61999893,8.270000458,35.61000061,39.02000046,26.61,7.039999962,5.849999905,5.900000095,27.95999908,7.300000191,7.5,8.600000381,3.299999952,NA,"Dihedral","no","yes","No","Hertzian","Concave",9.699999809,"Triangular","Convergent","Feather","Pointed","0","No",NA,NA,"Flake",NA,25
"43","chert_condition_A","8240a",8,"99","complete","no",NA,0,NA,NA,"Partial",3,"Centripetal",0,1,1,1,8.699999809,36.47999954,30.37999916,10.10999966,32.47999954,35.88000107,9.899999619,18.94000053,33.74000168,33.72,9.770000458,9.850000381,4.429999828,11.56000042,3.75,3.85,4.989999771,NA,NA,"Plain","yes","yes","No","Hertzian","Flat",9.56000042,"Triangular","Amorphous","Feather","Irregular","0","No",NA,NA,"Flake",NA,26
"44","chert_condition_A","8240a",8,"36","distal","no",NA,99,"All",NA,NA,0,NA,0,0,0,0,NA,38.97000122,24.97999954,8.510000229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indeterminate",NA,NA,"Indeterminate","Hertzian","Concave",9.239999771,"Triangular","Convergent","Feather","Rounded","0","No",NA,NA,"Flake",NA,27
"45","chert_condition_A","8240a",8,"86","complete","no",NA,0,NA,NA,"Absent",3,"Indeterminate",0,1,1,1,21.70000076,71.94000244,38.66999817,8.520000458,66.83999634,38.68999863,11.52999973,23.56999969,33.81000137,27.76,9.880000114,7.920000076,7.809999943,NA,9.649999619,NA,9.630000114,4.110000134,NA,"Plain","no","yes","No","Hertzian","Flat",9.210000038,"Triangular","Parallel","Feather","Irregular","0","No",NA,NA,"Blade",NA,28
"46","chert_condition_A","8240a",8,"62","complete","no",NA,0,NA,NA,"Absent",4,"UnidirectionalConvergent",1,2,0,1,11.19999981,50.25,30.73999977,9.489999771,46.02000046,29.72999954,8.31000042,27.79999924,28.31999969,24.62,8.880000114,6.050000191,5.110000134,14.98999977,5.340000153,4.95,5.769999981,4.400000095,NA,"Plain","yes","yes","No","Hertzian","Concave",9.06000042,"Triangular","Parallel","Feather","Irregular","0","No",NA,NA,"Flake",NA,29
"47","chert_condition_A","9d812",1,"20","complete","no",NA,50,"right",NA,"Absent",2,"Unidirectional",2,0,0,0,7.17,38.89,21.41,8.79,38.21,21.32,8.5,20.79,20.43,21.21,9.1,7.1,5.02,16.86,5.24,4.2,5.24,2.77,84.67857536,"Plain","no","yes","No","Hertzian","Bulbar",9,"Triangular","Parallel","Hinge","Flat","31-60","No",NA,NA,"Flake",NA,30
"48","chert_condition_A","9d812",1,"86","proximal","no",NA,0,NA,NA,"Absent",3,"Bidirectional",2,0,1,0,21.96,72.26,NA,NA,NA,NA,NA,NA,NA,NA,9.94,7.87,6.87,10.81,10.13,6.9,10.13,2.76,84.47228526,"Plain","no","yes","No","Hertzian","Concave",9,"Triangular","Divergent","Feather","Irregular","0-30","No","ECLAT DEBORDANT","Discoid","Flake",NA,28
"49","chert_condition_A","9d812",1,"38","complete","no",NA,0,NA,NA,"Absent",3,"Orthogonal",1,0,0,2,14.29,48.6,41.96,16.59,41.12,48.69,16.23,25.65,40.57,48.62,12.48,9.28,3.14,11.1,11.67,11.67,11.67,2.18,71.28901269,"Plain","no","yes","No","Hertzian","Concave",9,"Triangular","Divergent","Feather","Rounded","0-30","No","PSEUDO-LEVALLOIS POINT","Discoid","Flake",NA,12
"50","chert_condition_A","9d812",1,"79","complete","no",NA,0,NA,NA,"Absent",4,"Orthogonal",3,1,0,0,30.85,60,54.44,14.61,55.71,59.45,14.65,36.07,54.41,38.71,11.41,7.51,5.37,53.12,10.12,10.01,10.12,2.12,69.78140302,"Dihedral","no","yes","No","Hertzian","Bulbar",9,"Triangular","Parallel","Hinge","Flat","0-30","No",NA,NA,"Flake",NA,15
"51","chert_condition_A","8240a",8,"20","complete","no",NA,50,"Right",NA,"Absent",2,"Subcentripetal",1,1,0,0,7.199999809,39.15000153,21.43000031,8.720000267,37.15999985,22.13999939,9.090000153,19.37999916,21,18.64,9.039999962,7.119999886,5.630000114,16.98999977,5.880000114,5.41,6.230000019,2.450000048,NA,"Plain","yes","yes","No","Hertzian","Flat",8.880000114,"Triangular","Parallel","Feather","Rounded","0","No",NA,NA,"Blade",NA,30
"52","chert_condition_A","8240a",8,"90","complete","no",NA,0,NA,NA,"Absent",4,"Indeterminate",1,1,1,1,9.899999619,45.79000092,38.20000076,6.929999828,44.61000061,43.34999847,7.019999981,38.54000092,31.5,19.19,6.989999771,4.710000038,3.890000105,39.29000092,7.110000134,5.75,8.680000305,3.819999933,NA,"Facetted","yes","yes","No","Hertzian","Concave",8.619999886,"Triangular","Convergent","Feather","Pointed","0","No","Levallois","Levallois","Convflake",NA,31
"53","chert_condition_A","8240a",8,"102","complete","no",NA,0,NA,NA,"Absent",5,"Centripetal",1,2,1,1,13,66.19999695,35.65000153,6.639999866,62.95000076,31.96999931,6.650000095,26.12999916,28.95999908,29.22,5,5.760000229,4.989999771,13,5.449999809,5.42,6.170000076,3.809999943,NA,"Dihedral","no","yes","No","Hertzian","Concave",8.569999695,"Triangular","Parallel","Feather","Flat","0","No",NA,NA,"Blade",NA,32
"54","chert_condition_A","8240a",8,"91","complete","no",NA,0,NA,NA,"Absent",4,"UnidirectionalConvergent",1,1,1,1,14.69999981,48.59000015,46.47999954,7.889999866,47.86000061,44.22000122,8.06000042,42.84000015,41.49000168,24.41,6.739999771,7.460000038,5.5,41.18999863,5.710000038,5.78,8.489999771,3.119999886,NA,"Dihedral","no","yes","Yes","Hertzian","Concave",8.279999733,"Triangular","Convergent","Feather","Flat","0","No","Levallois","Levallois","Convflake",NA,33
"55","chert_condition_A","8240a",8,"57","complete","no",NA,0,NA,NA,"Absent",4,"Indeterminate",2,1,1,2,14.89999962,53.59999847,43.16999817,7.769999981,49.56000137,38.40999985,5.510000229,31.92000008,35.86000061,37.05,4.059999943,5.519999981,7.340000153,NA,NA,NA,NA,NA,NA,"Punctiform","no","yes","No","Hertzian","Concave",8.090000153,"Trapezoidal","Parallel","Feather","Flat","0","No",NA,"Levallois","Flake",NA,34
"56","chert_condition_A","8240a",8,"6","complete","no",NA,100,"All",NA,"Absent",0,NA,0,0,0,0,NA,95.68000031,49.79999924,12.36999989,90.66000366,48.77000046,13.07999992,47.61000061,48.31999969,39.12,13.57999992,8.670000076,5.21999979,26.76000023,11.18000031,10.53,13.81000042,3.140000105,NA,"Crushed","yes","yes","No","Hertzian","Concave",8.079999924,"Domed","Parallel","Feather","Irregular","0","No",NA,NA,"Blade",NA,23
"57","chert_condition_A","9d812",1,"89","complete","no",NA,0,NA,NA,"Absent",4,"Bidirectional",2,0,2,0,11.42,68.03,30.48,6.45,67.66,29.83,5.2,23.71,28,28.75,4.62,5.85,3.61,19,5.19,5.19,5.19,3.97,105.1143273,"Facetted","no","yes","No","Hertzian","Concave",8,"Triangular","Parallel","Feather","Pointed","0-30","No","BLADE","Levallois","Blade",NA,35
"58","chert_condition_A","9d812",1,"91","complete","no",NA,0,NA,NA,"Absent",4,"UnidirectionalConvergent",4,0,0,0,14.73,49.19,43.14,7.75,48.46,44.55,8,44.34,41.96,23.35,8.65,7.5,4.37,40.16,5.54,4.72,5.9,3.28,94.34948823,"ChapeauDeGendarme","no","yes","No","Hertzian","Concave",8,"Trapezoidal","Convergent","Feather","Pointed","0-30","No","LEVALLOIS POINT","Levallois","Convflake","THERE ARE DUPLICATE #91s.  I SUSPECT THIS IS ACTUALLY CHERT CONDITION A (BECAUSE IT IS A LEVALLOIS POINT LIKE SO MUCH OF CHERT CONDITION A). TYPICAL EN CONCORDE PROFILE.",33
"59","chert_condition_A","9d812",1,"78","complete","no",NA,0,NA,NA,"Absent",5,"UnidirectionalConvergent",2,1,0,2,18.46,60.97,52.06,8.49,61.08,52.08,7.96,36.24,41.89,26.46,7.36,5.83,5.38,27.87,7.95,7.05,8.37,2.21,72.03233058,"Dihedral","no","yes","No","Hertzian","Concave",8,"Triangular","Diamond","Feather","Pointed","0-30","No",NA,"Levallois","Flake",NA,25
