assemblage_code,analyst_id,flake_id,completeness,damage,damage_comment,dorsal_cortex,Dorsal_Cortex_Location,dorsal_cortex_location_other,platform_cortex,dorsal_scar_count,directionality,Proximal_Scars,Left_Scars,Distal_Scars,Right_Scars,Mass,MaximumDimension,MaximumWidth,MaximumThickness,TechLength,TechMaxWidth,TechMaxThickness,TECHWIDTHPROX,TECHWIDTHMES,TECHWIDTHDIST,TECHTHICKPROX,TECHTHICKMES,TECHTHICKDIST,PLATFWIDTH,PLATFTHICKIMPACT,PLATFTHICKMID,PLATFTHICKMAX,EDGEPLATF,EDGEPLATF_DEG,PLATFMORPH,PLATFLIPP,BULB,SHATTBULB,INITIATION,VENTR_PLANE_FORM,ANGLE_HEIGHT,SECTION,LATEDGETYPE,FLAKETERM,DISTPLANFORM,DISTPROFANGLE,KOMBEWA,FLK_TYPE,RED_SYST,FLK_FORM,REMARK
chert_condition_B,r42o8,8,indeterminate,no,,0,,,Absent,1,Unidirectional,1,0,0,0,2.5,39.73,15.26,6.61,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,79,complete,no,,1,Left,medial,Absent,9,Bidirectional,2,0,0,0,69.7,69.19,60.39,21.41,61.76,54.53,17.71,41.94,56.97,43.19,18.71,18.77,12.36,23.78,15.47,12.34,16.72,2.71,83.43064726,Plain,No,Yes,No,Hertzian,Flat,1,Trapezoidal,Amorphous,Feather,Pointed,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,62,complete,no,,0,,,Absent,7,Indeterminate,0,0,0,0,24.6,68.48,58.78,9.5,53.37,56.04,5.21,46.09,55.12,31.82,10.47,4.86,5.62,10.26,1.81,0.88,2.83,3.99,105.3921034,Plain,No,Yes,No,Hertzian,Bulbar,4,Triangular,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Flake,slightly twisted
chert_condition_B,r42o8,86,complete,no,,0,,,Absent,9,Unidirectional,1,0,0,0,44.7,88.57,45.07,13.18,80.84,42.03,10.33,31.59,41.7,36.86,13.1,11.68,6.32,21.65,11.28,10.41,11.51,2.73,83.84934784,Plain,No,Yes,No,Hertzian,Concave,4,Trapezoidal,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,67,complete,no,,10,Proximal,,Complete,4,Indeterminate,0,0,0,0,54.2,66.58,52.39,20.5,54,58.71,17.03,48.24,47.74,43.6,22.21,15.81,7.19,39.69,12.65,19.01,21.84,9,142.6723489,Cortical,No,Yes,No,Hertzian,Flat,0,Indeterminate,Amorphous,Feather,Rounded,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,54,complete,no,,0,,,Complete,6,Indeterminate,2,0,0,0,74.9,93.73,66.09,18.48,65.12,47.23,13.68,44.98,46.28,42.35,16.37,14.78,14.15,38.36,10.31,9.76,14.79,3.91,104.2703252,Dihedral,No,Yes,No,Hertzian,Concave,5,Trapezoidal,Parallel,Feather,Irregular,60-90,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,36,complete,yes,some lateral nibbles,0,,,Absent,4,Unidirectional,1,0,0,0,38.7,69.7,57.85,10.83,68.14,43.86,9.56,38.19,44.23,47.72,10.3,9,8.99,18.02,2.89,10.04,10.25,4,105.530332,Plain,No,Yes,No,Hertzian,Flat,2,Trapezoidal,Divergent,Hinge,Flat,>90,No,indeterminate,laminar,Flake,Hinge termination makes angle more than 90
chert_condition_B,r42o8,83,indeterminate,no,,0,,,Absent,,,,,,,2.5,32.95,15.75,9.21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,either left fragment or distal
chert_condition_B,r42o8,99,complete,no,,0,,,Absent,4,Unidirectional,1,0,0,0,1.6,24.63,20.72,5.06,20.84,18.01,4.34,16.44,17.95,16.03,4.14,3.56,2.91,14.02,2.66,2.83,5.73,2.62,81.51229545,Plain,No,Yes,No,Hertzian,Flat,0,Triangular,Parallel,Hinge,Flat,0-30,No,indeterminate,indeterminate,Flake,"should be 94, but others have read it as 99"
chert_condition_B,r42o8,189,complete,no,,0,,,Absent,12,UnidirectionalConvergent,2,0,0,0,36.7,64.46,64.46,55.01,12.59,51.39,11.54,44.86,56.43,45.98,12.02,10.53,9.11,29.72,10.27,9.72,10.49,2.11,69.52740167,Plain,No,Yes,No,Hertzian,Bulbar,2,Trapezoidal,Amorphous,Hinge,Rounded,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,59,complete,yes,distal,0,,,Absent,5,Indeterminate,2,0,0,0,12.3,53.69,37.49,7.77,31.54,46.86,5.97,38.58,44.05,47.78,7.24,6.47,3.12,22.54,6.79,5.59,9.18,2.42,77.04327084,Facetted,No,Yes,Yes,Hertzian,Bulbar,2,Trapezoidal,Divergent,Feather,Flat,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,89,complete,yes,right lateral,0,,,Absent,5,Unidirectional,1,0,0,0,5.3,42.18,29.57,7.5,35.07,22.81,4.2,28.15,19.59,13.15,6.71,4.26,3.9,20.09,7.44,7.73,10.63,1.81,61.53869201,Plain,No,Yes,No,Hertzian,Concave,2,Triangular,Convergent,Feather,Pointed,0-30,No,indeterminate,indeterminate,Convflake,
chert_condition_B,r42o8,25,complete,yes,right lateral,100,,,Absent,0,,0,0,0,0,68.6,80.46,71.63,16.99,68.66,60.01,12.4,61.7,60.6,60.22,16.32,12.13,12.66,23.77,6.53,5.44,7.04,5.4,121.2442005,Plain,No,Yes,No,Hertzian,Bulbar,3,Lenticular,Amorphous,Feather,Rounded,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,80,left,yes,distal,0,,,Absent,4,Unidirectional,2,0,0,0,4.7,39.92,19.93,9.75,,,,,,,,,,,,,,,0,,,,,Hertzian,,,,,,,,,,,,
chert_condition_B,r42o8,2,indeterminate,yes,a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
chert_condition_B,r42o8,66,complete,no,,10,Left,,Absent,10,Orthogonal,1,0,0,0,133.4,94.37,85.56,20.07,79.4,89.12,14.07,67.34,89.15,59.54,18.5,13.75,10,45.49,3.74,3.55,11.61,3.92,104.412114,Plain,No,Yes,No,Hertzian,Concave,6,Trapezoidal,Amorphous,Feather,Rounded,30-60,No,Indeterminate,Indeterminate,Flake,
chert_condition_B,r42o8,34,right,yes,distal,0,,,,2,Indeterminate,0,0,0,0,1.6,30.1,13.89,4.51,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
chert_condition_B,r42o8,39,complete,yes,distal portion broken off in relatively large chunk,10,Distal,,Absent,3,Indeterminate,0,0,0,0,84.5,115.98,56.39,28.47,95.03,42.19,23.66,29.63,43.96,36.37,26.85,25.76,8.98,23.74,15.53,15.9,16.19,2.62,81.51229545,Plain,No,Yes,No,Hertzian,Concave,4,Triangular,Divergent,Feather,Pointed,0-30,No,Debordant,Indeterminate,Flake,
chert_condition_B,r42o8,38,complete,yes,,100,,,Absent,0,,0,0,0,0,73.6,104.48,59.14,17.92,51.1,82,12.83,66.02,81.92,87.85,16,15.39,10.23,41.9,12.46,11.61,14.8,2.79,85.08913387,Plain,No,Yes,No,Hertzian,Bulbar,4,Indeterminate,Amorphous,Feather,Flat,30-60,No,Dejete,Indeterminate,Flake,
chert_condition_B,r42o8,101,complete,yes,,1,Proximal,,Indeterminate,4,Indeterminate,0,0,0,0,12,41.84,28.35,14.66,34.98,28,5.71,30.4,25.83,21.9,13.62,7.48,3.32,15.66,3.09,1.75,3.69,2.02,67.20598388,Cortical,No,No,No,Hertzian,Flat,1,Triangular,Convergent,Feather,Flat,0-30,No,Indeterminate,Indeterminate,Flake,
chert_condition_B,r42o8,75,complete,yes,distal,0,,,Absent,7,Orthogonal,2,0,0,0,45.4,78.57,59.38,20.13,59.28,54.41,18.43,35.14,53.19,60.7,18.43,19.71,11.37,18.03,13.56,16.5,19.07,2.33,74.93653047,Plain,No,Yes,No,Hertzian,Bulbar,3,Triangular,Divergent,Feather,Irregular,0-30,No,Indeterminate,Indeterminate,Flake,
chert_condition_B,r42o8,29,complete,no,,60,Left,distal,Absent,4,Indeterminate,1,0,0,0,120.2,94.62,94.13,23.13,89.88,76.41,14.82,73.75,77.1,65.27,19.7,20.17,13.38,49.26,12.44,4.32,14.19,3.14,91.85407054,Plain,No,Yes,Yes,Hertzian,Bulbar,3,Lenticular,Amorphous,Hinge,Flat,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,1,complete,yes,distal,100,,,Complete,0,,0,0,0,0,135.5,92.61,60.68,27.67,88.5,62.73,18.14,57.75,57.95,44.21,26.63,17.35,7.61,,,,,11.54,150.4835495,Cortical,No,Yes,No,Hertzian,Concave,6,Domed,Ovoid,Feather,Irregular,0-30,No,first flake,indeterminate,Flake,
chert_condition_B,r42o8,40,complete,yes,minor,,,,Absent,6,Orthogonal,2,0,1,0,103.9,111.07,69.14,19.68,85.94,59.08,12.46,48.22,62.26,71.6,16.58,12.46,12.67,22.31,11.81,8.05,11.84,2.09,69.01704598,Plain,No,Yes,No,Hertzian,Bulbar,3,Trapezoidal,Divergent,Feather,Irregular,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,55,complete,yes,most of the distal,50,Mesial,distal,Absent,3,Indeterminate,1,0,0,0,54.6,78.75,59.79,18.21,66.68,49.3,10.77,41.13,50.38,55.48,18.37,14.9,5.49,21.58,4.19,8.69,11.64,1.67,57.56369104,Plain,No,Yes,No,Hertzian,Bulbar,6,Trapezoidal,Amorphous,Feather,,0-30,No,indeterminate,indeterminate,Flake,might be some dejete-like flake
chert_condition_B,r42o8,12,complete,no,,75,Right,,Complete,3,Multidirectional,1,0,0,0,270.4,107.39,99.48,31.38,90.1,99.9,29.13,72.02,100.65,70.91,29.66,28.62,14.3,,,,,,0,Cortical,No,Yes,No,Hertzian,Flat,NA,Lenticular,Ovoid,Feather,Rounded,30-60,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,92,complete,no,,0,,,Absent,7,Unidirectional,3,0,0,0,27.3,52.87,43.67,15.81,41.17,42.87,9.57,37.19,43.44,37.89,15.42,11.89,6.01,34.47,17.36,16.31,17.67,1.45,50.99982744,Plain,No,Yes,No,Hertzian,Bulbar,1,Trapezoidal,Parallel,Feather,Flat,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,93,complete,yes,left lateral/distal,0,,,Absent,4,Unidirectional,1,0,0,0,2.1,27.04,20.97,4.29,22.82,17.63,3.28,16.78,18.72,15.44,3.56,3.17,2.59,15.8,5.17,4,5.42,2.33,74.93653047,Plain,No,Yes,Yes,Hertzian,Flat,0,Indeterminate,Amorphous,,,,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,50,complete,yes,right distal,35,Distal,,Absent,2,Indeterminate,0,0,0,0,27.2,57.11,52.57,12.75,49.74,52.94,9.21,30.19,50.75,32.63,11.87,9.98,11.43,12.54,4.86,4.48,6.62,2.74,84.05767348,Dihedral,No,Yes,Yes,Hertzian,Concave,5,Trapezoidal,Diamond,Feather,Irregular,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_B,r42o8,51,complete,yes,minor distal,<5,Left,distal,Absent,5,Unidirectional,3,0,0,0,8.2,67.08,36.91,6.19,22.33,53.69,4.62,31.55,44.48,59.64,4.54,4.49,1.55,22.58,5.43,3.88,6.2,2.2,71.78533138,Plain,No,Yes,No,Hertzian,Bulbar,1,Trapezoidal,Divergent,Indeterminate,Irregular,0-30,No,indeterminate,indeterminate,Flake,boomerang
chert_condition_B,r42o8,35,medial,no,,,,,Absent,2,Indeterminate,0,0,0,0,2.3,27.49,20.43,5.46,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,indeterminate,indeterminate,Flake,medial flake with a removal on ventral surface - core-on-flake?
chert_condition_B,r42o8,82,complete,yes,minor,,,,Absent,7,Unidirectional,0,0,0,3,29.4,69.26,45.81,19.78,67.8,29.78,17.55,15.48,27.79,34.48,8.77,17.58,17.28,,,,,,0,Crushed,No,Yes,No,Hertzian,Concave,6,Righttriangle,Divergent,Overshot,Flat,30-60,No,Core rejuvenation,laminar,Flake,
chert_condition_B,r42o8,64,complete,yes,minor,5,Left,lateral,Absent,3,Bidirectional,1,0,0,0,61,75.82,70.75,15.47,64.1,63.29,11.06,54.56,62.72,65.54,14.2,10.95,4.05,32.2,9.39,11.4,15.5,5.53,122.4022791,Plain,No,Yes,Yes,Hertzian,Concave,4,Righttriangle,Amorphous,Feather,Irregular,0-30,No,indeterminate,indeterminate,Flake,
chert_condition_A,0202a,2,complete,no,,100,All,,Indeterminate,0,,0,0,0,0,13.10000038,40.47999954,29.01000023,11.98,40.15999985,28.70999908,12.21000004,26.71999931,28.18000031,26.52000046,9.300000191,9.239999771,5,18.76000023,0,0,0,0,0,Indeterminate,Indeterminate,No,Yes,Hertzian,CONCAVE,1,LENTICULAR,SQUARE,FEATHER,Irreg,25,No,,,FLAKE,
chert_condition_A,0202a,4,complete,no,,15,Right,,Complete,2,Other,0,1,1,0,61.09999847,83.16000366,70.11000061,14.29,69.65000153,66.98000336,14.02000046,55.81999969,61.34000015,59.09000015,13.93000031,9.510000229,3.130000114,35.04000092,12.57999992,12.47000027,12.47000027,2.569999933,80.42200344,Cortical,No,Yes,No,Hertzian,BULBAR,2,LENTICULAR,AMORPH,FEATHER,Irreg,18,No,,,FLAKE,
chert_condition_A,0202a,5,complete,no,,100,All,,Absent,0,,0,0,0,0,58.20000076,73.58000183,65.33000183,14.97,64.80999756,62.99000168,15.34000015,56.29000092,62.29000092,49.58000183,15.64000034,11.05000019,7.309999943,42.74000168,13.06000042,12.02000046,13.18000031,4.190000057,108.0754531,Facetted,No,Yes,No,Hertzian,BULBAR,1,LENTICULAR,OVOID,HINGE,Rounded,61,No,,,FLAKE,
chert_condition_A,0202a,6,proximal,yes,distal frags in bag,95,Other,all except prox right,Absent,1,Unidirectional,1,0,0,0,53.09999847,95.40000153,49.91999817,13.19,0,0,0,0,0,0,0,0,0,26,10.73999977,10.35000038,12,2.450000048,77.73214544,Facetted,No,Yes,No,Hertzian,BULBAR,2,LENTICULAR,CONVERGENT,HINGE,,0,No,,,FLAKE,
chert_condition_A,0202a,7,proximal,yes,distal is broken off in bag,55,Left,,Absent,3,Unidirectional,3,0,0,0,118.5,80.52999878,61.84000015,28.46,0,0,0,0,0,0,0,0,0,39.52000046,13.93999958,17.70999908,20.85000038,5.53000021,122.402281,Facetted,No,Yes,No,Hertzian,BULBAR,3,DOMED,OVOID,FEATHER,,0,No,,,FLAKE,
chert_condition_A,0202a,8,distal,no,,75,Other,all except left,Indeterminate,1,Unidirectional,1,0,0,0,31.89999962,60.61999893,44.06000137,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChapeauDeGendarme,,,No,,BULBAR,0,TRIANGULAR,DIVERGENT,FEATHER,Flat,34,No,,,FLAKE,
chert_condition_A,0202a,9,complete,no,,99,All,,Absent,1,Unidirectional,1,0,0,0,120.8000031,102.8199997,60.11000061,27.01,85.58999634,66.58000183,26.86000061,48.88000107,61.63000107,53.20999908,22.38999939,7.889999866,3.049999952,30.77000046,10.89000034,7.900000095,11.48999977,7.46999979,135.7111691,Other,No,Yes,No,Hertzian,BULBAR,2,TRIANGULAR,OVOID,FEATHER,Rounded,32,No,,,FLAKE,
chert_condition_A,0202a,10,complete,no,,95,All,,Partial,2,Bidirectional,1,0,1,0,276.8999939,110.0299988,78.63999939,42.39,104.2399979,81.18000031,41.06000137,50.40999985,80.37999725,61.06000137,21.45000076,36.54999924,24.27000046,24.05999947,9.06000042,8.149999619,11.36999989,5.789999962,124.5971754,Cortical,,Yes,No,Hertzian,BULBAR,4,TRIANGULAR,DIVERGENT,FEATHER,Irreg,55,No,,,FLAKE,
chert_condition_A,0202a,12,complete,no,,95,All,,Indeterminate,2,Indeterminate,0,1,0,0,14.89999962,50.79000092,32.50999832,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,FLAT,0,RIGHTTRIANGLE,,FEATHER,,0,No,,,FLAKE,
chert_condition_A,0202a,14,medial,no,,30,Right,,Indeterminate,2,Indeterminate,0,0,0,0,2.799999952,32.18000031,27.18000031,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,BULBAR,0,TRIANGULAR,,HINGE,,0,Indet,,,FLAKE,
chert_condition_A,0202a,15,complete,no,,5,Other,prox left and distal,Absent,4,UnidirectionalConvergent,4,0,0,0,60.79999924,83.70999908,55.38000107,16.58,79.62999725,53.50999832,8.800000191,48.49000168,52.74000168,46.91999817,8.840000153,9.569999695,9.119999886,44.5,8.090000153,7.590000153,10.77999973,4.25,108.8481651,Dihedral,No,Yes,No,Hertzian,CONCAVE,2,TRIANGULAR,PARALLEL,HINGE,Rounded,19,No,,,FLAKE,dihed chap
chert_condition_A,0202a,19,complete,no,,0,,,Absent,4,UnidirectionalConvergent,4,0,0,0,18.5,59.68000031,49.20999908,7.4,55.97000122,47.97000122,5.960000038,41.02000046,42.25,25.61000061,7.429999828,4.380000114,4.130000114,21.70000076,4.96999979,5.159999847,5.940000057,2.380000114,76.11441259,Facetted,No,Yes,No,Hertzian,BULBAR,3,TRAPEZOIDAL,DIAMOND,FEATHER,Pointed,23,No,,,FLAKE,
chert_condition_A,0202a,20,proximal,no,,45,Right,,Absent,3,Unidirectional,3,0,0,0,7.099999905,38.95999908,24.28000069,8.91,0,0,0,0,0,0,0,0,0,16.43000031,5.429999828,4.139999866,5.179999828,2.980000019,88.85792962,Plain,No,Yes,No,Hertzian,BULBAR,1,DOMED,PARALLEL,,,0,No,,,FLAKE,remove flaketerm
chert_condition_A,0202a,21,proximal,no,,20,Right,,Absent,2,Orthogonal,1,1,0,0,7.599999905,39.97000122,35.20000076,7.04,0,0,0,0,0,0,0,0,0,19.05999947,4.090000153,5.039999962,6.400000095,2.890000105,87.10201401,Facetted,Indeterminate,No,Yes,Hertzian,FLAT,0,TRAPEZOIDAL,,FEATHER,,0,No,,,FLAKE,"would call this a step, broken for this remove distals"
chert_condition_A,0202a,23,proximal,yes,poental damage to distal - fine frags in bag,50,Right,,Absent,4,Unidirectional,4,0,0,0,27.39999962,61.61000061,47.20000076,9.54,0,0,0,0,0,0,0,0,0,16.47999954,0,0,0,4.929999828,116.6813027,Plain,,Yes,No,Hertzian,CONCAVE,5,DOMED,OVOID,HINGE,,0,No,,,FLAKE,"platform slightly broken, remove flaketerm"
chert_condition_A,0202a,26,distal,no,,90,Other,all except distal,Indeterminate,1,Indeterminate,0,0,1,0,29.29999924,54.29999924,37.18999863,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminate,,,Yes,,CONCAVE,0,LENTICULAR,,HINGE,Flat,81,Indet,,,FLAKE,
chert_condition_A,0202a,30,complete,no,,0,,,Absent,3,UnidirectionalConvergent,3,0,0,0,21.39999962,61.65000153,38.18999863,14.16,58.61999893,38.31000137,12.25,35.77000046,38.66999817,27.22999954,12.10999966,8.199999809,2.470000029,35.86999893,10.53999996,12.10000038,13.85000038,3.049999952,90.18816241,Facetted,No,Yes,No,Hertzian,BULBAR,1.5,TRIANGULAR,PARALLEL,HINGE,Rounded,17,No,,,FLAKE,
chert_condition_A,0202a,31,complete,yes,"small damage to distal, does not affect  tech leng",15,Distal,,Absent,5,Unidirectional,5,0,0,0,20.10000038,75.19999695,35.20999908,8.52,70.95999908,36.11999893,7.769999981,24.42000008,29.65999985,35.06000137,5.079999924,7.170000076,6.119999886,18.57999992,4.760000229,3.519999981,4.820000172,2.460000038,77.96029833,Dihedral,No,Yes,No,Hertzian,TWISTED,0,TRIANGULAR,DIVERGENT,FEATHER,Rounded,25,No,,,ELONG,
chert_condition_A,0202a,36,distal,no,,80,Other,all except right margin and distal,Indeterminate,2,Indeterminate,0,0,0,0,4.199999809,39.27999878,24.07999992,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,Yes,,FLAT,0,TRAPEZOIDAL,,FEATHER,,0,No,,,FLAKE,
chert_condition_A,0202a,38,complete,no,,0,,,Absent,4,Other,3,0,0,0,14.30000019,48.65999985,41.18000031,13.99,37.99000168,42.91999817,12.01000023,22.79000092,37.75,41.24000168,9.010000229,8.550000191,2.849999905,14.90999985,9.010000229,9.010000229,9.640000343,2.160000086,70.78959384,Plain,No,Yes,No,Hertzian,BULBAR,1,TRIANGULAR,DIVERGENT,FEATHER,Rounded,23,No,,,FLAKE,indeterminate direction due to platform plane change
chert_condition_A,0202a,42,complete,no,,15,Other,proxmedial,Absent,5,Subcentripetal,2,2,1,0,43.90000153,70.16999817,58.47000122,10.65,65.12000275,66.36000061,10.30000019,44.00999832,63.84000015,38.86000061,10.21000004,8.529999733,8.670000076,18.82999992,7.639999866,7.550000191,8.399999619,2.730000019,83.84934824,Facetted,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,PARALLEL,FEATHER,Rounded,21,No,,,FLAKE,"double prop, measures taken from main prop, assuming that other is failed initiation"
chert_condition_A,0202a,46,complete,no,,0,,,Absent,5,UnidirectionalConvergent,5,0,0,0,9.399999619,63.63999939,25.97999954,6.2,62.27000046,26.84000015,6.010000229,25.95999908,23.98999977,15.05000019,5.539999962,6.25,0.959999979,5.699999809,2.25999999,2.25999999,1.940000057,2.809999943,85.49700892,Plain,No,No,No,Hertzian,CONCAVE,1,TRAPEZOIDAL,CONVERGENT,FEATHER,Pointed,28,No,,,CONVFLAKE,two scars potentially shoulder scars  odd morph
chert_condition_A,0202a,47,complete,no,,0,,,Absent,2,Other,2,0,0,0,5.199999809,38.29000092,36.04000092,5.88,33.49000168,36.50999832,4,35.81000137,33.95999908,14.10000038,4.320000172,1.320000052,0.090000004,33.29999924,3.539999962,4.730000019,4.730000019,2.569999933,80.42200344,ChapeauDeGendarme,No,Yes,No,Hertzian,BULBAR,1,TRAPEZOIDAL,CONVERGENT,FEATHER,Pointed,17,No,,,FLAKE,pretty sue two scars are shoulder scars - if counting then count is four
chert_condition_A,0202a,51,complete,no,,0,,,Absent,10,Subcentripetal,7,2,0,0,90.30000305,91.20999908,56.63999939,19.33,84.79000092,63.65000153,16,50.09999847,58.02999878,39.70999908,16.12000084,17.26000023,6.650000095,58.59999847,7.599999905,10.31999969,10.31999969,3.710000038,101.3371385,ChapeauDeGendarme,No,Yes,No,Hertzian,BULBAR,2,DOMED,AMORPH,FEATHER,Irreg,55,No,,potential levallois,FLAKE,
chert_condition_A,0202a,53,complete,no,,0,,,Absent,7,Subcentripetal,4,1,0,1,16.79999924,66.81999969,32.83000183,12.12,60.75999832,32.22999954,10.72000027,36.65999985,31.77000046,12.14000034,5.579999924,1.200000048,0,33.11000061,10.68000031,11.43999958,11.43999958,2.599999905,81.07830141,Dihedral,No,Yes,No,Hertzian,BULBAR,3,TRIANGULAR,AMORPH,FEATHER,Pointed,18,No,,,FLAKE,
chert_condition_A,0202a,56,complete,no,,0,,,Absent,9,Multidirectional,3,3,0,3,9.399999619,48.06000137,29.26000023,5.989999771,43.99000168,28.95000076,6.659999847,21.01000023,24.03000069,23.94000053,5.820000172,5.369999886,5.53000021,29.19000053,4.829999924,9.510000229,11.36999989,1.659999967,57.27372554,Dihedral,Yes,No,No,Bending,CONCAVE,4,TRAPEZOIDAL,AMORPH,FEATHER,Rounded,39,No,,potential levallois,FLAKE,
chert_condition_A,0202a,57,distal,no,,0,,,Indeterminate,7,Multidirectional,5,1,0,1,14.89999962,53.66999817,40.40000153,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,PARALLEL,FEATHER,Flat,47,No,,,FLAKE,
chert_condition_A,0202a,59,proximal,no,,0,,,Absent,8,Unidirectional,8,0,0,0,7.300000191,58.50999832,24.18000031,7.64,0,0,0,0,0,0,0,0,0,11.14000034,7.079999924,6.690000057,7.489999771,2.660000086,82.37185217,Facetted,No,Yes,No,Hertzian,BULBAR,1,TRAPEZOIDAL,CONVERGENT,FEATHER,,0,No,,,CONVFLAKE,
chert_condition_A,0202a,60,proximal,no,,0,,,Absent,10,Multidirectional,2,3,0,1,64.30000305,85.12999725,61.93999863,15.68,0,52.43999863,13.07999992,0,0,0,0,0,0,31.96999931,6.230000019,6.639999866,8.630000114,2.720000029,83.64034037,Facetted,No,Yes,No,Hertzian,BULBAR,5,TRAPEZOIDAL,DIAMOND,FEATHER,Irreg,0,,,potential Lev,FLAKE,remove distal measures
chert_condition_A,0202a,62,proximal,yes,possible snap at right prox from transprt,1,DistalLeft,,Absent,7,UnidirectionalConvergent,7,0,0,11.39999962,11.39999962,50.27000046,33.25999832,8.64,48.38000107,0,0,0,0,0,0,0,0,14,4.070000172,5.300000191,5.550000191,3.529999971,98.53060849,Plain,No,Yes,No,Hertzian,BULBAR,0.5,DOMED,AMORPH,INDET,,0,No,,,FLAKE,remove flake term
chert_condition_A,0202a,63,distal,no,,0,,,Indeterminate,5,Orthogonal,2,0,0,2,42.40000153,88.62999725,56.77999878,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,FLAT,0,RIGHTTRIANGLE,,FEATHER,Rounded,35,No,,,FLAKE,
chert_condition_A,0202a,71,proximal,no,,0,,,Absent,2,UnidirectionalConvergent,2,0,0,0,7,45.75999832,25.19000053,7.78,0,0,0,0,0,0,0,0,0,41.81000137,5.050000191,4.559999943,7.579999924,1.899999976,64.01076577,Facetted,No,Yes,No,Hertzian,FLAT,0,RIGHTTRIANGLE,,FEATHER,,0,No,,,FLAKE,facetted chap
chert_condition_A,0202a,74,proximal,no,,0,,,Absent,7,UnidirectionalConvergent,7,0,0,0,19.10000038,60.97999954,42.09000015,10.53,0,0,0,0,0,0,0,0,0,42.59999847,6,6.21999979,8.420000076,2.380000114,76.11441259,Other,No,Yes,No,Hertzian,BULBAR,1.5,TRIANGULAR,CONVERGENT,FEATHER,,0,No,Levallois,Levallois,FLAKE,facetted chap
chert_condition_A,0202a,76,proximal,yes,distal frag in bag,0,,,Absent,4,Multidirectional,2,0,1,1,1.200000048,33.79000092,12.75,3.65,0,0,0,0,0,0,0,0,0,8.779999733,1.639999986,2.099999905,2.099999905,3.359999895,95.72480867,Facetted,No,Yes,No,Hertzian,BULBAR,0,TRIANGULAR,PARALLEL,FEATHER,,0,No,,,ELONG,
chert_condition_A,0202a,78,complete,no,,0,,,Absent,7,Other,3,3,0,0,18.39999962,62.33000183,45.72000122,8.39,58.75999832,48.70000076,7.989999771,35.77000046,41.90999985,25,7.329999924,4.949999809,3.109999895,27.92000008,7.329999924,6.769999981,7.869999886,2.200000048,71.78533256,Dihedral,No,Yes,No,Hertzian,BULBAR,4,TRIANGULAR,DIAMOND,FEATHER,Pointed,20,No,,,FLAKE,"convergent, but not uni"
chert_condition_A,0202a,79,complete,no,,0,,,Absent,6,UnidirectionalConvergent,6,0,0,0,30.89999962,62.22999954,57.95999908,14.71,57.63999939,60.20999908,12.42000008,29.07999992,59.04999924,33.81999969,11.92000008,8.359999657,4.659999847,45.79999924,10.21000004,10.21000004,11.10000038,2.650000095,82.15801252,Facetted,No,Yes,No,Hertzian,BULBAR,1,TRIANGULAR,DIAMOND,HINGE,Rounded,41,No,,,FLAKE,
